code,constituency,region,registered_el15,v_cons_el15,v_lab_el15,v_ld_el15,v_green_el15,v_ukip_el15,v_snp_el15,v_ind_el15,v_other_el15,v_turnout_el15,p_turnout_el15,p_cons_el15,p_lab_el15,p_ld_el15,p_green_el15,p_ukip_el15,p_snp_el15,p_ind_el15,p_other_el15,winner2015,second2015,marginality,registered_el10,v_turnout_el10,v_cons_el10,v_lab_el10,v_ld_el10,v_green_el10,v_bnp_el10,v_ukip_el10,v_snp_el10,v_ind_el10,v_other_el10,p_turnout_el10,p_cons_el10,p_lab_el10,p_ld_el10,p_green_el10,p_bnp_el10,p_ukip_el10,p_snp_el10,p_ind_el10,p_other_el10,brexit_leave,tot_turn2,tot_not_turn2,registered2017,not_registered,eligible_voters,age0_18_2017,usual_res2017,l12_18_f_c2_s,l12_18_m_c2_s,l12_25_f_c2_s,l12_25_m_c2_s,l12_35_f_c2_s,l12_35_m_c2_s,l12_50_f_c2_s,l12_50_m_c2_s,l12_65_f_c2_s,l12_65_m_c2_s,l3_18_f_c2_s,l3_18_m_c2_s,l3_25_f_c2_s,l3_25_m_c2_s,l3_35_f_c2_s,l3_35_m_c2_s,l3_50_f_c2_s,l3_50_m_c2_s,l3_65_f_c2_s,l3_65_m_c2_s,l4_18_f_c2_s,l4_18_m_c2_s,l4_25_f_c2_s,l4_25_m_c2_s,l4_35_f_c2_s,l4_35_m_c2_s,l4_50_f_c2_s,l4_50_m_c2_s,l4_65_f_c2_s,l4_65_m_c2_s,no_18_f_c2_s,no_18_m_c2_s,no_25_f_c2_s,no_25_m_c2_s,no_35_f_c2_s,no_35_m_c2_s,no_50_f_c2_s,no_50_m_c2_s,no_65_f_c2_s,no_65_m_c2_s,reg_l12_18_f_c2,reg_l12_18_m_c2,reg_l12_25_f_c2,reg_l12_25_m_c2,reg_l12_35_f_c2,reg_l12_35_m_c2,reg_l12_50_f_c2,reg_l12_50_m_c2,reg_l12_65_f_c2,reg_l12_65_m_c2,reg_l3_18_f_c2,reg_l3_18_m_c2,reg_l3_25_f_c2,reg_l3_25_m_c2,reg_l3_35_f_c2,reg_l3_35_m_c2,reg_l3_50_f_c2,reg_l3_50_m_c2,reg_l3_65_f_c2,reg_l3_65_m_c2,reg_l4_18_f_c2,reg_l4_18_m_c2,reg_l4_25_f_c2,reg_l4_25_m_c2,reg_l4_35_f_c2,reg_l4_35_m_c2,reg_l4_50_f_c2,reg_l4_50_m_c2,reg_l4_65_f_c2,reg_l4_65_m_c2,reg_no_18_f_c2,reg_no_18_m_c2,reg_no_25_f_c2,reg_no_25_m_c2,reg_no_35_f_c2,reg_no_35_m_c2,reg_no_50_f_c2,reg_no_50_m_c2,reg_no_65_f_c2,reg_no_65_m_c2,l12_18_f_c2_not_reg,l12_18_m_c2_not_reg,l12_25_f_c2_not_reg,l12_25_m_c2_not_reg,l12_35_f_c2_not_reg,l12_35_m_c2_not_reg,l12_50_f_c2_not_reg,l12_50_m_c2_not_reg,l12_65_f_c2_not_reg,l12_65_m_c2_not_reg,l3_18_f_c2_not_reg,l3_18_m_c2_not_reg,l3_25_f_c2_not_reg,l3_25_m_c2_not_reg,l3_35_f_c2_not_reg,l3_35_m_c2_not_reg,l3_50_f_c2_not_reg,l3_50_m_c2_not_reg,l3_65_f_c2_not_reg,l3_65_m_c2_not_reg,l4_18_f_c2_not_reg,l4_18_m_c2_not_reg,l4_25_f_c2_not_reg,l4_25_m_c2_not_reg,l4_35_f_c2_not_reg,l4_35_m_c2_not_reg,l4_50_f_c2_not_reg,l4_50_m_c2_not_reg,l4_65_f_c2_not_reg,l4_65_m_c2_not_reg,no_18_f_c2_not_reg,no_18_m_c2_not_reg,no_25_f_c2_not_reg,no_25_m_c2_not_reg,no_35_f_c2_not_reg,no_35_m_c2_not_reg,no_50_f_c2_not_reg,no_50_m_c2_not_reg,no_65_f_c2_not_reg,no_65_m_c2_not_reg,turn_l12_18_f_c2,turn_l12_18_m_c2,turn_l12_25_f_c2,turn_l12_25_m_c2,turn_l12_35_f_c2,turn_l12_35_m_c2,turn_l12_50_f_c2,turn_l12_50_m_c2,turn_l12_65_f_c2,turn_l12_65_m_c2,turn_l3_18_f_c2,turn_l3_18_m_c2,turn_l3_25_f_c2,turn_l3_25_m_c2,turn_l3_35_f_c2,turn_l3_35_m_c2,turn_l3_50_f_c2,turn_l3_50_m_c2,turn_l3_65_f_c2,turn_l3_65_m_c2,turn_l4_18_f_c2,turn_l4_18_m_c2,turn_l4_25_f_c2,turn_l4_25_m_c2,turn_l4_35_f_c2,turn_l4_35_m_c2,turn_l4_50_f_c2,turn_l4_50_m_c2,turn_l4_65_f_c2,turn_l4_65_m_c2,turn_no_18_f_c2,turn_no_18_m_c2,turn_no_25_f_c2,turn_no_25_m_c2,turn_no_35_f_c2,turn_no_35_m_c2,turn_no_50_f_c2,turn_no_50_m_c2,turn_no_65_f_c2,turn_no_65_m_c2,l12_18_f_c2_not_turn,l12_18_m_c2_not_turn,l12_25_f_c2_not_turn,l12_25_m_c2_not_turn,l12_35_f_c2_not_turn,l12_35_m_c2_not_turn,l12_50_f_c2_not_turn,l12_50_m_c2_not_turn,l12_65_f_c2_not_turn,l12_65_m_c2_not_turn,l3_18_f_c2_not_turn,l3_18_m_c2_not_turn,l3_25_f_c2_not_turn,l3_25_m_c2_not_turn,l3_35_f_c2_not_turn,l3_35_m_c2_not_turn,l3_50_f_c2_not_turn,l3_50_m_c2_not_turn,l3_65_f_c2_not_turn,l3_65_m_c2_not_turn,l4_18_f_c2_not_turn,l4_18_m_c2_not_turn,l4_25_f_c2_not_turn,l4_25_m_c2_not_turn,l4_35_f_c2_not_turn,l4_35_m_c2_not_turn,l4_50_f_c2_not_turn,l4_50_m_c2_not_turn,l4_65_f_c2_not_turn,l4_65_m_c2_not_turn,no_18_f_c2_not_turn,no_18_m_c2_not_turn,no_25_f_c2_not_turn,no_25_m_c2_not_turn,no_35_f_c2_not_turn,no_35_m_c2_not_turn,no_50_f_c2_not_turn,no_50_m_c2_not_turn,no_65_f_c2_not_turn,no_65_m_c2_not_turn
S14000001,Aberdeen North,Scotland,67745,5304,11397,2050,NA,NA,24793,NA,392,43936,0.64854974,0.12072105,0.25940004,0.046658777,NA,NA,0.56429809,NA,0.0089220684,SNP,Labour,13396,64808,37701,4666,16746,7001,NA,635,NA,8385,NA,268,0.58173376,0.12376329,0.44417921,0.18569799,NA,0.016843054,NA,0.22240789,NA,0.007108565,0.43092209,43936,19433.107,63369.105,23261.801,86630.906,16065.53,102696.44,8529.6289,6905.4766,2524.0015,2839.1533,4087.6648,3902.2954,2110.5134,2098.7549,1253.1029,909.17993,1327.6177,964.28522,1181.9701,1279.1741,1068.3519,1124.4421,458.39883,431.34726,177.69617,187.91382,2636.2822,2076.8699,4737.6201,4301.3633,3149.155,3008.1687,1404.3326,1439.1407,802.42633,582.52563,555.29102,732.61548,632.6015,602.43695,1833.5809,1951.757,2560.9006,2583.325,4648.8096,3030.7354,4598.2715,4257.6982,1842.2676,2237.0208,2798.512,2922.9131,1972.1171,1996.8269,1116.0621,834.63477,623.6123,529.49377,794.00134,943.75165,664.28973,779.54443,419.52426,404.11005,152.905,168.09059,1572.7878,1392.1542,3664.9871,3546.4028,2308.207,2377.9905,1330.4872,1383.2966,731.39813,544.09241,211.53856,335.755,371.38718,398.54312,977.6181,1192.3785,2259.5171,2354.8567,3769.1504,2590.9104,3931.3572,2647.7783,681.73383,602.13263,1289.1528,979.38232,138.39626,101.92792,137.04077,74.545181,704.00531,434.79144,387.96875,335.42242,404.06219,344.89767,38.874569,27.237206,24.791174,19.823227,1063.4943,684.71564,1072.6333,754.96033,840.94806,630.17822,73.845467,55.844143,71.028191,38.433239,343.75247,396.86044,261.21432,203.89384,855.96283,759.37842,301.38348,228.46822,879.6593,439.82489,2803.3252,2990.2485,1127.8002,1564.7394,1724.5443,2054.5815,1256.8577,1421.9941,735.07153,605.48724,414.83585,391.95313,520.72217,686.82703,439.51825,571.0578,281.00803,295.67227,105.40633,125.00535,1049.7546,1025.7128,2446.5554,2598.1079,1549.0121,1748.9896,912.16473,1024.0007,513.33875,408.01178,152.69557,261.76349,257.87796,300.08151,687.47913,906.30011,1568.3661,1756.7598,2688.6118,1963.7606,1794.9463,1267.4497,714.46741,672.28137,1073.9677,868.33154,715.2594,574.83276,380.9906,229.14752,208.77646,137.54065,273.27917,256.92462,224.77148,208.48663,138.51624,108.43777,47.498665,43.085243,523.0332,366.44141,1218.4316,948.29492,759.19495,629.00085,418.32245,359.2959,218.05939,136.08063,58.842987,73.991516,113.50922,98.461609,290.13898,286.07843,691.151,598.09692,1080.5386,627.14978
S14000002,Aberdeen South,Scotland,68056,11087,12991,2252,964,897,20221,139,0,48551,0.7133978,0.22835781,0.26757431,0.046384215,0.01985541,0.018475417,0.41648987,0.0028629689,0,SNP,Labour,7230,64031,43034,8914,15722,12216,413,529,NA,5102,NA,138,0.6720807,0.20713854,0.36533904,0.28386858,0.0095970631,0.012292606,NA,0.11855742,NA,0.0032067669,0.32143104,48551,16964.285,65515.281,14869.039,80384.32,15657.986,96042.305,4330.0938,3710.0078,1870.6063,2156.0916,3579.7634,3451.1196,2343.1274,2234.9624,1756.4591,1145.7147,717.14758,652.91479,983.01685,1168.3567,1190.9399,1304.5742,595.08722,731.92316,309.12909,309.5575,1889.5156,1506.1476,5038.1201,4738.2471,5003.0581,4667.333,2723.4822,3004.199,1846.1042,1546.2733,295.37079,456.52087,366.03189,480.75775,1136.0347,1257.527,1791.9357,1726.6658,3939.1733,2431.2334,2657.1406,2544.6567,1470.0126,1799.416,2672.9958,2768.0928,2227.9866,2153.9927,1610.8038,1075.0094,391.59579,406.87622,722.89722,925.99518,822.51147,983.97961,557.07361,697.31195,276.15671,284.82172,1261.4012,1105.6761,4144.8066,4096.1069,3944.708,3905.2192,2616.5378,2917.4648,1722.8914,1469.8163,134.46248,244.07214,241.13506,349.19833,690.69397,856.04767,1631.6646,1611.528,3361.4529,2161.0745,1672.9531,1165.351,400.59375,356.67551,906.76752,683.02673,115.14076,80.969635,145.65529,70.705292,325.55182,246.03856,260.11966,242.36157,368.42853,320.59457,38.013592,34.611229,32.972397,24.735788,628.11438,400.47147,893.31329,642.14014,1058.3502,762.11371,106.94443,86.734047,123.21288,76.457085,160.90829,212.44873,124.89684,131.5594,445.34073,401.47928,160.27107,115.13786,577.7204,270.15884,1722.9844,1900.8571,957.16846,1338.7251,1751.9967,2069.5505,1510.2675,1631.509,1128.4226,829.48511,277.0687,320.34903,504.25388,716.78064,578.82751,766.67822,396.88263,542.65765,202.48296,225.29219,895.48584,866.47144,2942.8948,3191.7456,2815.676,3054.9944,1907.9961,2297.0923,1286.1628,1172.333,103.23475,202.39168,178.08835,279.65588,516.61121,692.05994,1204.6213,1278.7145,2550.3486,1742.1829,934.15625,643.79968,512.84412,460.69092,920.99915,698.54224,717.71912,522.48364,482.38123,245.52429,114.5271,86.527191,218.64334,209.21454,243.68396,217.30139,160.19098,154.6543,73.673752,59.529526,365.91541,239.20471,1201.9119,904.36133,1129.032,850.22485,708.54175,620.37256,436.72852,297.48328,31.22773,41.680466,63.046707,69.54245,174.08276,163.98773,427.04321,332.81348,811.10425,418.8916
S14000058,Aberdeenshire West & Kincardine,Scotland,73445,15916,2487,11812,885,1006,22949,141,0,55196,0.75152838,0.28835422,0.045057613,0.21400101,0.016033771,0.018225959,0.41577289,0.0025545331,0,SNP,Conservative,7033,66110,45195,13678,6159,17362,NA,513,397,7086,NA,0,0.68363333,0.3026441,0.13627614,0.38415754,NA,0.011350813,0.0087841572,0.15678726,NA,0,0.38519484,55195.992,17858.566,73054.563,901.76563,73956.328,20553.578,94509.906,2208.5991,2582.6064,1625.3467,1973.6298,4759.4819,4379.6465,3570.8501,3272.7646,1833.6862,1283.61,85.374969,131.25832,755.50873,845.59534,1321.8264,1363.0275,868.83636,1096.9042,333.60712,431.9566,595.60754,484.09094,2456.2791,1702.4862,4773.7593,4174.6196,3836.5828,3901.2273,1824.8999,1815.1095,59.048435,216.12065,154.13034,218.7775,630.40503,878.69391,2043.1572,2213.4275,4055.7395,3198.0493,2126.948,2512.4509,1598.7819,1950.0615,4663.0317,4314.7314,3559.6335,3265.2808,1823.6318,1278.4829,81.256134,126.59087,739.28888,832.31293,1286.6849,1336.4773,865.23639,1093.5945,331.19601,429.6813,578.05688,473.6312,2424.4192,1686.3669,4696.9233,4125.5303,3827.0452,3894.1685,1816.9771,1809.3707,55.032967,205.22859,149.41176,213.86475,606.55902,854.26556,2030.9934,2203.8269,4013.6794,3173.8572,81.651093,70.155525,26.564871,23.56823,96.450081,64.915184,11.216438,7.4839764,10.054368,5.1271033,4.1188378,4.6674485,16.219841,13.282435,35.141438,26.550188,3.5999885,3.3096499,2.4111123,2.2752903,17.550629,10.459739,31.859795,16.119278,76.835854,49.089573,9.5375109,7.0589437,7.922904,5.7387943,4.0154696,10.892059,4.7185898,4.9127517,23.845997,24.428356,12.163772,9.6005421,42.059994,24.192024,1408.7449,1917.0195,1063.323,1481.8931,3121.8506,3295.0181,2464.6501,2526.2395,1304.8932,1007.6274,58.723824,101.80572,526.73907,658.07117,924.88586,1063.6465,629.64099,869.28833,248.04283,347.15884,419.16476,379.11877,1758.2754,1342.2017,3424.4436,3296.5029,2850.5112,3131.8164,1385.467,1474.0907,43.157516,173.82849,112.71161,174.94426,463.40411,705.41931,1531.5701,1786.1665,3110.4546,2613.4856,718.20313,595.4314,535.45886,468.16846,1541.1812,1019.7134,1094.9834,739.04126,518.73865,270.85547,22.53231,24.785149,212.5498,174.24176,361.79907,272.83081,235.5954,224.30615,83.153183,82.522461,158.89212,94.512421,666.1438,344.16528,1272.4797,829.02734,976.53394,762.35205,431.51001,335.28003,11.87545,31.400101,36.70015,38.920486,143.15491,148.84625,499.42334,417.6604,903.22485,560.37158
S14000003,Airdrie & Shotts,Scotland,66792,3389,15108,678,NA,1088,23887,136,0,44286,0.6630435,0.076525316,0.3411462,0.015309579,NA,0.024567584,0.53938037,0.0030709479,0,SNP,Labour,8779,62364,35849,3133,20849,2898,NA,NA,NA,8441,528,0,0.57483482,0.087394349,0.58157831,0.080839075,NA,NA,NA,0.23545985,0.014728445,0,0.39838126,44286.004,20102.758,64388.762,5239.8555,69628.617,18837.232,88465.852,2859.699,3018.1973,2648.0747,2867.2217,4418.2354,4402.313,2343.5149,2348.4727,842.95782,758.88013,306.64905,128.74561,1044.8737,767.47479,1377.3689,1168.4553,608.61353,632.08997,164.3535,259.41119,563.21198,343.5112,1616.834,1100.2809,2231.6008,1607.2932,1287.644,1087.6677,644.97156,481.26511,473.10938,702.70929,614.09314,860.55359,2493.2141,2809.2642,4134.2275,3823.8484,5803.3828,3984.3271,2376.2629,2629.1377,2433.7673,2694.6311,3981.7703,4077.2283,2305.0232,2320.2891,819.0271,743.08734,241.71631,107.70119,936.03943,707.62872,1203.2161,1057.1576,595.48328,622.11218,158.24817,252.33014,485.15039,307.52026,1511.5647,1047.2321,2053.5684,1511.9507,1270.8595,1077.3185,630.40387,473.30942,341.18115,548.45074,526.05035,767.16119,2063.3303,2439.5615,4007.0464,3737.5613,5498.0483,3829.6306,483.4361,389.05966,214.3075,172.59055,436.46506,325.08481,38.491642,28.183485,23.930746,15.792803,64.932724,21.044413,108.83427,59.846062,174.15283,111.29773,13.130219,9.977767,6.1053324,7.0810533,78.0616,35.990948,105.26928,53.048786,178.0325,95.34259,16.784508,10.349232,14.567682,7.9556928,131.92824,154.25856,88.042763,93.392395,429.8837,369.70276,127.18108,86.287056,305.33429,154.69664,1429.5341,1822.0771,1470.2107,1859.9117,2421.2766,2828.092,1449.6052,1630.4989,532.30499,531.9483,158.66771,78.671021,605.75916,508.17838,785.56842,764.18762,393.59741,449.15961,107.6477,185.17203,319.5325,223.58014,995.70428,757.06494,1359.91,1097.3263,859.76788,786.95544,436.60641,350.24042,243.02055,421.93472,360.4422,569.99573,1431.7926,1829.7456,2744.5881,2751.4224,3870.0295,2864.2708,946.72888,807.06055,963.55664,834.71936,1560.4937,1249.1362,855.41797,689.79016,286.72211,211.13904,83.048599,29.030174,330.28027,199.45035,417.64764,292.96997,201.88586,172.95258,50.600471,67.158112,165.61789,83.940125,515.86041,290.16711,693.65833,414.62439,411.09161,290.36304,193.79745,123.069,98.160599,126.51602,165.60815,197.16547,631.53772,609.81592,1262.4583,986.13892,1628.0188,965.35986
S14000004,Angus,Scotland,65792,12900,3919,1216,965,1355,24130,NA,0,44485,0.67614603,0.28998539,0.08809711,0.027335057,0.021692706,0.030459706,0.54243004,NA,0,SNP,Conservative,11230,62860,37960,11738,6535,4090,NA,NA,577,15020,NA,0,0.60388166,0.30922022,0.1721549,0.10774499,NA,NA,0.015200211,0.39567965,NA,0,0.48244333,44484.996,19003.367,63488.367,7865.3359,71353.703,17275.996,88629.703,2636.7791,2796.707,2047.6167,2471.0337,4112.4648,4482.3857,2790.6709,2853.9014,1644.1172,1344.2688,299.22577,230.08669,996.07275,837.11719,1525.2332,1201.3475,854.06494,763.29999,291.97531,361.42566,507.24493,383.26675,1546.1683,971.33582,2784.4409,1895.3101,2342.5093,1903.926,1531.5266,1180.882,428.64124,555.66748,541.77881,527.98932,1523.8137,1780.0999,2901.5754,2967.6089,6143.1924,4396.9282,1946.5741,2223.2986,1775.1813,2222.8928,3452.8203,3935.5015,2711.7485,2794.7383,1564.4495,1296.2544,203.80617,171.63623,828.23553,729.57861,1217.9839,1015.0905,822.45825,742.5437,273.57959,344.57278,396.15213,318.3338,1378.812,892.53662,2418.9473,1707.6348,2289.802,1872.5741,1472.2322,1147.2722,256.0687,372.88089,419.43237,435.57297,1117.8906,1408.1719,2749.4812,2852.822,5601.0674,4107.7354,690.2049,573.40839,272.43549,248.14096,659.64478,546.88409,78.922424,59.163181,79.667664,48.014446,95.419617,58.450459,167.83725,107.5386,307.24924,186.25697,31.60668,20.756279,18.395712,16.852879,111.09281,64.932953,167.35634,78.799217,365.49356,187.67525,52.707237,31.351904,59.294445,33.609692,172.57256,182.78661,122.34641,92.416367,405.92316,371.92801,152.09418,114.78693,542.12506,289.1929,1191.7542,1568.0758,1091.3373,1561.4473,2136.771,2778.0779,1735.5602,1998.6436,1034.76,944.35565,136.14941,127.59071,545.47583,533.21033,809.27795,746.75946,553.2384,545.5943,189.39369,257.33749,265.53177,235.53641,924.32465,656.64703,1630.2087,1261.2725,1576.5123,1392.0691,1037.6798,863.97943,185.62234,291.93994,292.47324,329.35306,789.45325,1074.8562,1916.5466,2137.27,4012.2893,3126.6223,754.81995,655.22278,683.84399,661.44556,1316.0493,1157.4236,976.18835,796.09473,529.68945,351.89874,67.656754,44.045525,282.7597,196.36829,408.70593,268.33099,269.21985,196.9494,84.185898,87.235291,130.62036,82.797394,454.48737,235.88959,788.73853,446.3623,713.28967,480.505,434.55237,283.29279,70.44635,80.940948,126.95914,106.21991,328.43738,333.31567,832.93457,715.552,1588.7781,981.11304
S14000005,Argyll & Bute,Scotland,68875,7733,5394,14486,NA,1311,22959,NA,0,51883,0.7532922,0.1490469,0.10396469,0.27920514,NA,0.025268393,0.4425149,NA,0,SNP,Lib Dem,8473,67165,45207,10861,10274,14292,789,NA,NA,8563,272,156,0.67307377,0.24025041,0.22726569,0.31614572,0.017453048,NA,NA,0.18941757,0.0060167671,0.003450793,0.39432397,51882.992,15010.109,66893.117,7101.2109,73994.328,16863.383,90857.711,2520.4873,3195.3733,1838.9402,2157.2766,4192.2412,4004.769,3324.1624,2865.0525,2066.0876,1514.177,46.269016,27.994568,636.26215,607.04645,1228.4283,1076.4705,739.17957,817.41156,418.45026,530.87799,438.77908,424.88779,1427.819,1123.2179,3537.3809,2534.0488,3551.2446,3065.5356,2849.4707,2473.2119,206.16786,432.58154,248.53842,402.74387,1224.771,1540.7616,2504.4409,2718.4866,5509.6914,3973.5857,1883.4257,2564.4395,1604.0974,1949.6586,3545.9919,3536.0249,3234.3643,2808.3386,1970.3691,1462.4993,31.984039,21.130108,533.18994,532.21173,990.15363,916.11487,713.03961,796.18079,393.22687,507.21283,346.17242,355.67838,1279.651,1035.9674,3091.7434,2293.5833,3474.9414,3017.3435,2744.0435,2405.9749,125.49048,294.7489,194.43452,334.94965,909.66754,1230.6809,2378.9063,2617.9978,5043.9697,3723.5129,637.06171,630.93378,234.84277,207.61815,646.24908,468.7442,89.798187,56.713795,95.718513,51.677708,14.284977,6.8644595,103.0722,74.834709,238.27477,160.35559,26.139946,21.230757,25.223404,23.665163,92.606651,69.209412,148.16798,87.250443,445.63739,240.46547,76.303253,48.192074,105.4273,67.23703,80.677383,137.83266,54.103897,67.79422,315.10349,310.08066,125.53473,100.48869,465.72174,250.07274,1275.2369,2000.2684,1090.6205,1514.5862,2426.8804,2760.4905,2289.3162,2221.1111,1441.2931,1178.3319,23.629709,17.371544,388.35614,430.16745,727.58783,745.33679,530.44305,646.9729,301.05905,418.92752,256.60999,291.04446,948.71906,842.90509,2304.3418,1873.5061,2645.9006,2480.6938,2138.9697,2003.801,100.60305,255.21266,149.94229,280.09601,710.45477,1038.8834,1833.8868,2169.1055,3995.9548,3134.386,608.18872,564.17102,513.47693,435.07239,1119.1116,775.53442,945.0481,587.22754,529.07605,284.16736,8.3543301,3.758564,144.8338,102.04428,262.5658,170.77808,182.59656,149.20789,92.167816,88.285309,89.562439,64.633911,330.93195,193.06232,787.40161,420.07715,829.04077,536.64966,605.07373,402.17383,24.887428,39.53624,44.492233,54.853638,199.21277,191.79749,545.01941,448.89233,1048.0149,589.12695
S14000006,"Ayr, Carrick & Cumnock",Scotland,72995,10355,14227,855,NA,1280,25492,NA,0,52209,0.71524078,0.19833745,0.2725009,0.016376486,NA,0.024516845,0.48826832,NA,0,SNP,Labour,11265,73320,45893,11721,21632,4264,NA,NA,NA,8276,NA,0,0.62592745,0.25539842,0.47135729,0.092911772,NA,NA,NA,0.18033251,NA,0,0.4411155,52209.008,18526.535,70735.531,7225.6641,77961.195,18195.502,96156.695,3111.532,3029.4961,2107.4673,2347.1582,4416.3374,4146.5161,3148.2583,2971.4451,1675.6393,1281.2736,286.8472,173.31584,978.92883,745.56909,1378.4229,1075.9895,813.88867,782.35992,306.3237,379.29211,596.18909,393.78198,1544.3782,970.73633,2852.8843,2014.5967,2547.7341,2265.0535,1688.6925,1607.0994,405.3963,627.80444,447.3067,573.11432,2304.6826,2391.563,3699.9709,3590.1123,7170.2412,5113.7983,2413.3103,2502.7949,1872.9283,2151.2122,3820.7351,3724.2317,3075.2283,2920.9883,1608.7908,1243.6846,207.55553,135.62801,840.02899,665.52496,1143.1257,935.87042,789.14319,764.91321,290.39096,364.73608,485.17145,337.59332,1405.2065,905.50439,2539.7593,1848.8005,2500.7649,2234.5269,1634.9623,1569.5803,261.56189,448.43555,361.30997,488.53629,1777.906,1967.5317,3540.177,3475.9897,6645.4048,4835.9893,698.22174,526.70123,234.53896,195.94598,595.60242,422.28452,73.030151,50.456669,66.848557,37.589031,79.291679,37.68784,138.89983,80.044144,235.29713,140.11902,24.745476,17.446732,15.932738,14.556031,111.01763,56.188667,139.17168,65.231911,313.12509,165.7962,46.969162,30.526628,53.730183,37.519024,143.83443,179.3689,85.996719,84.578056,526.77673,424.03125,159.79385,114.12258,524.83636,277.80908,1554.2968,1856.9468,1211.2742,1589.6337,2487.3445,2765.5789,2070.4875,2197.5007,1119.3931,953.1485,145.8605,106.06313,581.99719,511.67688,799.0155,724.26367,558.41785,591.24158,211.4803,286.55353,342.10126,262.76898,990.97937,700.81201,1800.588,1436.5111,1811.2452,1747.4807,1212.2711,1243.4418,199.45883,369.34177,265.03854,388.59982,1320.8118,1579.8702,2595.9636,2739.4805,5007.811,3872.2498,859.01355,645.84814,661.65417,561.57849,1333.3906,958.65283,1004.7407,723.48755,489.39771,290.53607,61.695023,29.56488,258.0318,153.84808,344.11023,211.60675,230.72534,173.67163,78.91066,78.182556,143.07019,74.824341,414.22717,204.69238,739.17126,412.28943,689.51965,487.04614,422.69116,326.13855,62.103058,79.093781,96.271423,99.936462,457.09424,387.6615,944.21338,736.50928,1637.5938,963.7395
S14000010,Ayrshire Central,Scotland,70021,8803,13410,917,645,NA,26999,NA,0,50774,0.72512531,0.17337614,0.26411155,0.018060425,0.012703352,NA,0.53174853,NA,0,SNP,Labour,13589,68352,43915,8943,20950,5236,NA,NA,NA,8364,NA,422,0.64248306,0.2036434,0.47705796,0.11923033,NA,NA,NA,0.19045883,NA,0.0096094729,0.41622132,50773.996,17609.068,68383.063,4718.6875,73101.75,17666.305,90768.055,2710.593,2797.0303,1966.1416,2104.3623,4350.2124,3950.3162,3086.6951,3078.0999,1699.4073,1306.6003,348.23651,236.82043,1030.7743,866.00085,1574.0306,1297.6563,833.97607,868.9715,319.66537,496.15634,553.69312,408.44861,1654.3845,1078.2743,2953.749,2218.4607,2318.5735,2062.1572,1415.6533,1375.1835,257.32443,427.35919,352.92151,438.20062,1794.2697,1855.1289,3588.9148,2999.1738,6301.5396,4126.6001,2267.6516,2449.0698,1812.8735,1982.4504,3935.9734,3669.4143,3037.9868,3042.6165,1653.0344,1280.4719,276.83536,199.41026,927.26025,800.96271,1381.9803,1178.5287,816.6864,855.79327,308.24722,483.13892,479.60172,367.18814,1550.6968,1028.2637,2726.7803,2091.8125,2289.5408,2043.3112,1384.9259,1353.343,187.65543,336.49121,304.06146,392.34247,1495.1802,1619.4911,3482.7815,2934.1367,5982.5488,3972.5303,442.94138,347.96048,153.26801,121.91188,414.23923,280.90192,48.708202,35.483288,46.372932,26.12837,71.401154,37.410164,103.51401,65.038177,192.05026,119.1276,17.289694,13.178252,11.418157,13.017434,74.091415,41.26046,103.6877,50.010647,226.96873,126.6481,29.032597,18.846024,30.727364,21.840469,69.669014,90.867981,48.860035,45.858158,299.08948,235.63786,106.13324,65.03714,318.99078,154.06993,1472.8584,1832.4801,1182.3682,1477.3386,2584.0747,2747.9575,2062.7427,2308.396,1159.9222,989.65613,196.19543,157.26299,647.8764,621.02301,974.15259,919.78247,582.80426,667.09174,226.38618,382.79208,341.03903,288.2258,1102.8469,802.56342,1949.5568,1639.1007,1672.3098,1611.4811,1035.5771,1081.219,144.31245,279.48981,224.93367,314.72775,1120.1843,1311.4211,2575.5129,2332.0291,4546.4937,3207.8135,794.79321,616.58972,630.50537,505.11182,1351.8987,921.45679,975.24414,734.22046,493.11218,290.8158,80.639923,42.147278,279.38385,179.9397,407.82776,258.74622,233.88214,188.70154,81.861038,100.34683,138.56268,78.962341,447.84985,225.70026,777.22351,452.71179,617.23096,431.83008,349.34875,272.12402,43.342972,57.001404,79.127792,77.614716,374.99585,308.06995,907.26855,602.10767,1436.0552,764.7168
