code,constituency,region,usual_residents,male_no,male_per,female_no,female_per,livinginhousehold_no,livinginhousehold_per,livingcommunally_no,livingcommunally_per,density,age0to4,age0to4_per,age5to7,age5to7_per,age8to9,age8to9_per,age10to14,age10to14_per,age15,age15_per,age16to17,age16to17_per,age18to19,age18to19_per,age20to24,age20to24_per,age25to29,age25to29_per,age30to44,age30to44_per,age45to59,age45to59_per,age60to64,age60to64_per,age65to74,age65to74_per,age75to84,age75to84_per,age85to89,age85to89_per,age90andover,age90andover_per,meanage,medianage,noqualifications,level1qualifications,level2qualifications,apprenticeship,level3qualifications,level4qualificationsandabove,otherqualifications,ab,c1,c2,de,birth_uk_no,birth_uk_per,birth_ireland_no,birth_ireland_per,birth_eu_no,birth_eu_per,birth_noneuno,birth_noneu_per,ethn_white_no,ethn_white_pre,ethn_mixed_no,ethn_mixed_pre,ethn_asian_no,ethn_asian_per,ethn_black_no,ethn_black_pre,ethn_other_no,ethn_other_pre,religion_total_no,religion_total_per,christian_no,christian_per,buddhist_no,buddhist_per,hindu_no,hindu_per,jewish_no,jewish_per,muslim_no,muslin_per,sikh_no,sikh_per,other_rel_no,other_rel_per,no_rel_no,no_rel_per,rel_dk_no,rel_dk_per,mainlang_english,notenglish_speakverywell,notenglish_speakwell,notenglish_speakwell_vwell,notenglish_notspeakwell,notenglish_notspeak,mar_single_no,mar_single_per,mar_married_no,mar_married_per,mar_civilpartnership_no,mar_civilpartnership_per,mar_separated_no,mar_separated_per,mar_divorced,mar_divorced_per,mar_widowed_no,mar_widowed_per,livingincouple_no,livingincouple_per,livingalone_no,livingalone_per,verygoodhealth,goodhealth,fairhealth,badhealth,verybadhealth,disabilitybenefit_anydisabling,incomesupport_peopleclaimingb,incomesupport_averageweeklypa,jsa_total,total_esa,incapacity_peopleclaimingbenef,incapacity_averageweeklypaymen,uc_notinemploymentmarch17,uc_inemploymentmarch17,uc_totalmarch17,housingbenefit_meanofweeklya,housingbenefitclaimantsnov1,agricultureforestryfishing,miningquarryingutilitiesb,manufacturingc_per,constructionf_per,motortradespartg_per,wholesalepartg_per,retailpartg_per,transportstorageincpostal,accommodationfoodservicesi,informationcommunicationj_,financialinsurancek_per,propertyl_per,professionalscientifictechn,businessadministrationsuppor,publicadministrationdefence,educationp_per,healthq_per,artsentertainmentrecreation,totalemployees,employees_pub,employees_priv,numberofjobs,medianannualgrosspay,annualpercentagechangemedia,meanannualgrosspay,annualpercentagechangemean,cmdi,cmdid
S14000011,"Coatbridge, Chryston & Bellshill",Scotland,95165,45725,,49440,,94457,,708,,12.01,5809,,3482,,2127,,5832,,1175,,2348,,2479,,5843,,6006,,20574,,20244,,5568,,7782,,4537,,934,,425,,38.700001,39,26018,19386,10391,,7866,13079,,8223,18628,16174,19987,92623,,280,,1024,,1238,,93338,,229,,1388,,142,,68,,69639,,68401,,72,,76,,22,,793,,148,,127,,20315,,5211,,,,,90643,861,158,27296,,34474,,80,,2848,,5941,,6101,,41802,,34234,,48448,26630,12953,5339,1795,6100,1230,71.760002,930,6000,190,85.660004,646,355,1002,57.290001,8222,0,3.5999999,10.8,10.8,3,5.4000001,8.3999996,7.1999998,5.4000001,3,2.4000001,0.60000002,5.4000001,12,7.1999998,4.1999998,10.8,2.4000001,41793,8432,33361,31000,23798,9.1999998,27356,13.1,,
S14000012,"Cumbernauld, Kilsyth & Kirkintilloch East",Scotland,87012,42151,,44861,,86526,,486,,4.4400001,5053,,3054,,1918,,5449,,1195,,2296,,2321,,5353,,5081,,17501,,19020,,5674,,7812,,4190,,760,,335,,39.299999,40,19157,18400,10861,,7975,13950,,8761,18786,14481,15172,84470,,227,,839,,1476,,85226,,196,,1307,,209,,74,,54579,,53271,,114,,135,,30,,746,,100,,183,,26999,,5434,,,,,83204,679,91,23084,,33483,,82,,2712,,5667,,5315,,39668,,30190,,44864,25640,11054,4208,1246,5330,1000,70.120003,720,4470,180,85.800003,665,344,1007,69.230003,6346,0,4,9.3999996,9.3999996,1.3,4,8.1000004,4.6999998,4.6999998,1.1,0.80000001,0.60000002,3.4000001,3.4000001,6.6999998,4.6999998,32.299999,2.7,37135,14885,22250,30000,22674,2,25497,-2.5,,
S14000013,Dumfries & Galloway,Scotland,97064,46913,,50151,,95787,,1277,,0.23999999,4978,,2906,,1817,,5245,,1152,,2448,,1946,,5073,,4953,,16387,,21532,,7468,,11438,,7265,,1672,,784,,43.5,46,26137,19717,10888,,6394,17830,,8043,14856,18329,18100,93509,,325,,1540,,1690,,95829,,281,,719,,139,,96,,55268,,54258,,233,,76,,30,,289,,74,,308,,34020,,7776,,,,,93078,913,114,23306,,40763,,146,,2097,,7181,,7473,,48877,,30831,,47594,30439,13523,4208,1300,5260,930,75.349998,630,4590,100,86.269997,430,214,641,71.209999,7750,1.2,1.4,7.5,4.5,3,4.5,13.5,6,10.5,0.89999998,1.4,1.2,3.8,3.8,6.8000002,10.5,15.1,4.5,33221,8125,25096,33000,19402,3.9000001,22967,3.3,,
S14000014,"Dumfriesshire, Clydesdale & Tweeddale",Scotland,86319,42023,,44296,,85142,,1177,,0.2,4401,,2804,,1731,,4971,,1091,,2197,,1643,,3881,,3661,,15178,,19975,,6538,,9952,,6070,,1480,,746,,43.400002,46,22048,16682,9462,,5415,17714,,9475,13093,16201,13837,83054,,234,,1389,,1642,,85428,,217,,503,,117,,54,,48822,,47966,,267,,77,,34,,185,,30,,263,,30472,,7025,,,,,82919,709,83,19073,,38177,,132,,1857,,5857,,6225,,44847,,25339,,44340,26640,11004,3325,1010,3860,620,73.940002,420,3230,130,86.239998,251,138,396,69.470001,5314,0.80000001,1.6,11.5,5.8000002,2,3.3,9.8999996,4.0999999,11.5,1.2,0.5,1.3,4.9000001,3,2.5999999,8.1999998,23.1,4.0999999,30316,7947,22369,32000,,,25901,6.4000001,,
S14000015,Dundee East,Scotland,88016,41909,,46107,,86724,,1292,,5.5900002,5036,,2884,,1807,,5258,,1061,,2012,,2226,,5550,,5410,,16206,,18211,,6157,,8283,,5764,,1457,,694,,41.099998,42,18184,17300,9853,,7606,19027,,10164,18526,11805,14778,82889,,207,,1974,,2946,,84915,,309,,2165,,359,,268,,47341,,45116,,167,,181,,19,,1510,,79,,269,,35145,,5530,,,,,83943,917,125,23507,,33487,,87,,2394,,6451,,6044,,40414,,30267,,46810,26223,10309,3524,1150,4950,1000,71.870003,980,4300,150,87.57,406,212,614,74.32,7486,0.2,1.2,11.6,4.8000002,1.7,3.5,13.5,3.9000001,9.6999998,3.9000001,0.69999999,1.9,3.5,5.8000002,4.8000002,7.6999998,15.5,4.8000002,25830,4816,21014,33000,22400,2.7,24826,1,,
S14000016,Dundee West,Scotland,89226,43201,,46025,,84929,,4297,,7.5300002,4243,,2361,,1494,,4013,,954,,1772,,4445,,11104,,7510,,15305,,16678,,4879,,7338,,5332,,1261,,537,,38.900002,36,20004,16423,12957,,7503,19274,,8143,21952,10893,17013,79863,,445,,3353,,5565,,82983,,458,,4019,,1138,,628,,47355,,43570,,269,,570,,49,,2522,,84,,291,,35873,,5998,,,,,85058,1300,265,35629,,25399,,117,,2428,,6835,,5753,,33041,,38871,,45999,27089,10710,4104,1324,5740,1270,70.360001,1600,5980,210,85.139999,668,314,981,75.07,11177,0.1,0.60000002,4.3000002,4.3000002,1.9,2.8,9.5,1.9,7.5999999,3.3,1.9,0.89999998,4.3000002,4.3000002,7.5999999,13.3,26.5,4.6999998,52750,18620,34130,29000,22310,11,23710,4.0999999,,
S14000017,Dunfermline & Fife West,Scotland,98318,48210,,50108,,97278,,1040,,4.0900002,6140,,3466,,2170,,5609,,1100,,2441,,2008,,5399,,5921,,21469,,21068,,6603,,8615,,4648,,1108,,553,,39.599998,40,19418,19785,11595,,9320,19715,,12836,21235,15567,14786,93969,,278,,1710,,2361,,96316,,262,,1317,,314,,109,,45216,,43821,,166,,137,,28,,692,,80,,292,,46412,,6690,,,,,93718,750,143,24357,,39854,,155,,2760,,7217,,5490,,49089,,29719,,51782,30369,11472,3677,1018,4680,940,70.089996,930,4110,160,84.900002,434,217,653,79.639999,6194,0,3.5999999,12.2,8.5,1.7,2.4000001,12.2,2.2,6.0999999,6.0999999,7.3000002,0.60000002,7.3000002,4.3000002,3.5999999,5.5,12.2,3.5999999,41105,7520,33585,42000,25369,5.8000002,27911,1.1,,
S14000018,Dunbartonshire East,Scotland,82115,39540,,42575,,81756,,359,,10.18,3846,,2695,,1768,,5042,,1179,,2185,,2037,,4421,,3056,,13872,,19361,,5815,,8934,,6033,,1317,,554,,42.900002,45,12099,12044,11076,,6504,25862,,17820,17315,8743,6805,78144,,354,,684,,2933,,78017,,372,,3236,,202,,288,,54034,,51208,,128,,591,,61,,988,,918,,140,,22870,,5211,,,,,79317,496,99,18008,,38751,,71,,1648,,3627,,5480,,42068,,25166,,47584,22946,8542,2300,743,2840,320,68.849998,310,2090,90,88.389999,281,169,453,85.389999,2407,0,1.5,4.9000001,6.0999999,2.4000001,2.2,14.6,1.5,7.3000002,2.4000001,1.7,1.5,7.3000002,4.4000001,7.3000002,12.1,17,6.0999999,20618,4147,16471,29000,28790,16,35346,12,,
S14000019,"East Kilbride, Strathaven & Lesmahagow",Scotland,100477,48517,,51960,,99381,,1096,,2.28,5399,,3200,,2153,,6109,,1251,,2760,,2569,,5803,,5419,,19587,,23193,,5865,,9225,,6043,,1326,,575,,40.700001,42,20788,20271,13339,,9411,18556,,12617,22315,15245,14719,97054,,320,,913,,2190,,98206,,293,,1549,,273,,156,,59161,,57723,,143,,156,,110,,651,,182,,196,,34136,,7180,,,,,96575,650,90,25147,,41216,,98,,2867,,6375,,6662,,47917,,33364,,53239,29524,12297,4235,1182,5120,890,70.970001,740,4410,170,87.839996,362,252,613,69.309998,6131,0.1,1.6,12.1,6.6999998,2.2,6.6999998,10.8,3.4000001,6.6999998,2.2,0.69999999,1.2,6.0999999,6.0999999,10.8,6.6999998,12.1,3.4000001,37050,8980,28070,41000,22702,-2.4000001,26982,0.2,,
S14000020,East Lothian,Scotland,99717,47873,,51844,,97819,,1898,,1.47,5925,,3443,,2098,,5898,,1264,,2580,,2610,,5292,,4805,,19487,,22121,,6431,,9495,,6061,,1483,,724,,41,42,20368,20248,11607,,6985,21881,,13462,19318,15616,13835,94399,,490,,2166,,2662,,98011,,363,,955,,286,,102,,52492,,51326,,176,,119,,42,,508,,65,,256,,40740,,6485,,,,,95279,786,135,24422,,40892,,182,,2514,,6776,,6303,,49307,,30054,,54423,29285,11333,3533,1143,4210,750,75.239998,320,3540,190,85.769997,2063,1394,3456,70.139999,5921,0.1,2.9000001,7.4000001,5.5,1.1,2.5999999,9.1999998,2.5999999,11,1.1,1.1,0.89999998,7.4000001,3.7,6.4000001,11,18.4,7.4000001,27165,6427,20738,44000,22925,-1.4,26742,3.5999999,,
S14000021,Renfrewshire East,Scotland,90574,43165,,47409,,89988,,586,,5.21,4984,,3307,,2251,,6131,,1228,,2578,,2288,,5085,,3528,,16341,,20881,,5692,,8365,,5760,,1444,,711,,41,43,13966,13369,12515,,7214,25609,,18669,19211,9219,9273,86200,,406,,810,,3158,,85211,,386,,4571,,168,,238,,60796,,54138,,172,,366,,2399,,3002,,548,,171,,24041,,5737,,,,,86921,632,132,20338,,39901,,51,,1928,,4498,,5957,,43735,,28354,,53229,24282,9232,2943,888,3630,530,69.550003,480,2720,130,86.68,232,165,397,77.910004,3665,0,0.2,2.9000001,7.3000002,2.4000001,2.4000001,12.2,3.9000001,8.6000004,1.5,1.5,1.5,6.0999999,4.9000001,11,14.7,14.7,6.0999999,20465,5112,15353,37000,28496,0.89999998,38182,0.30000001,,
S14000022,Edinburgh East,Scotland,95314,46031,,49283,,89618,,5696,,34.139999,4684,,2130,,1306,,3442,,744,,1546,,4980,,13131,,9836,,20287,,16209,,4361,,6321,,4659,,1180,,498,,37.299999,33,16411,15860,15351,,6130,29256,,13966,26750,9355,15226,77083,,956,,7247,,10028,,86041,,973,,6503,,1080,,717,,44329,,38875,,637,,682,,228,,3081,,323,,503,,44038,,6947,,,,,90365,1636,271,44202,,25256,,268,,2164,,6276,,4842,,34363,,42975,,52490,27998,10010,3604,1212,4350,960,74.529999,820,5190,230,85.790001,415,245,659,102.95,9222,0,0.40000001,1.8,1.8,1.3,1,8.5,1.8,12.7,3.5,4.1999998,1.1,4.9000001,4.1999998,11.3,17,18.4,7.0999999,70736,21102,49635,33000,25844,12.3,27258,5.4000001,,
S14000023,Edinburgh North & Leith,Scotland,106183,52351,,53832,,104501,,1682,,57.549999,5941,,2411,,1490,,3814,,802,,1721,,2135,,9690,,13692,,29003,,18212,,4797,,6325,,4326,,1174,,650,,37.400002,34,13258,14506,11314,,7235,45412,,27301,26950,9405,14672,85648,,1374,,8481,,10680,,97007,,1177,,5885,,1414,,700,,48442,,43013,,580,,1137,,192,,2654,,371,,495,,49966,,7775,,,,,100045,1855,325,47100,,29476,,501,,2526,,7519,,4603,,43561,,46718,,62089,30140,9941,3012,1001,3350,780,68.830002,970,4360,180,86.639999,427,285,710,102.47,8029,0,1.5,3.9000001,2.2,0.30000001,1.2,11.7,2.4000001,11.7,3.9000001,9.6999998,1.9,10.7,12.7,3.4000001,4.9000001,14.6,3.9000001,102684,19425,83259,39000,25917,3.2,32350,10.1,,
S14000024,Edinburgh South,Scotland,86184,41115,,45069,,84316,,1868,,31,4684,,2568,,1592,,4345,,911,,1756,,2515,,10193,,6513,,16418,,16399,,4993,,6325,,4670,,1473,,829,,38.900002,37,10580,11197,11874,,4617,33816,,20508,21962,6784,8645,72967,,942,,4108,,8167,,78642,,807,,5296,,683,,756,,40848,,36918,,408,,457,,244,,2391,,164,,266,,38846,,6490,,,,,81968,1127,248,30907,,29859,,180,,1611,,4607,,4920,,36015,,34245,,52059,23180,7794,2404,747,2830,570,72.349998,430,2640,130,85.470001,228,134,362,103.34,4344,0,2.2,1.3,2.2,0.5,1.1,9.3000002,0.69999999,5.5999999,2.2,0.80000001,1.1,6.5,2.5999999,1.5,18.6,40.900002,3.7,26896,9490,17406,32000,28910,-3.4000001,35095,4.1999998,,
S14000025,Edinburgh South West,Scotland,99236,49864,,49372,,95042,,4194,,11.5,5503,,2549,,1680,,4442,,959,,1979,,3382,,10115,,10106,,21861,,17867,,5426,,7040,,4635,,1121,,571,,37.900002,35,14882,17264,12855,,6614,32488,,18463,24463,9906,14365,83479,,916,,5626,,9215,,90322,,684,,5424,,1699,,1107,,48715,,43607,,556,,1142,,105,,2819,,130,,356,,44097,,6424,,,,,93850,1657,282,38233,,32378,,182,,2205,,6303,,4802,,41410,,38686,,56436,28921,9728,3178,973,3480,880,74.830002,780,4300,150,85.669998,384,261,647,95.800003,7839,0.2,1,2.4000001,3.5999999,1.6,2,5.6999998,4,5.6999998,4.9000001,17.799999,2,11.3,8.1000004,3.5999999,9.6999998,9.6999998,4,61784,9151,52633,33000,23285,0.30000001,31600,1,,
S14000026,Edinburgh West,Scotland,89709,43003,,46706,,88857,,852,,8.7200003,5351,,2891,,1877,,5019,,1067,,2132,,1900,,4693,,5177,,17840,,19588,,5484,,8070,,6238,,1631,,751,,41.400002,42,14175,16143,10627,,5948,26611,,17530,18970,9366,10764,81655,,555,,2802,,4697,,85155,,446,,3156,,629,,323,,46870,,44152,,199,,578,,86,,1489,,122,,244,,36704,,6135,,,,,85270,1024,180,22701,,37023,,146,,1976,,5633,,6025,,43498,,29241,,51446,25698,9032,2748,785,3110,670,70.82,470,3000,140,86.489998,243,145,392,97.790001,5048,0,0.80000001,1.6,1.8,1.6,4,7.0999999,8.8999996,8.8999996,8,19.6,0.80000001,6.1999998,5.3000002,8.8999996,4,8.8999996,4.4000001,56200,15229,40971,35000,24335,4,,,,
S14000027,Na H-Eileanan An Iar,Scotland,27684,13668,,14016,,27318,,366,,0.090000004,1354,,847,,566,,1529,,382,,669,,535,,1228,,1258,,5068,,6105,,2174,,3197,,1987,,539,,246,,43.700001,46,6907,4735,3143,,2144,6077,,2780,4365,5544,4228,26871,,50,,304,,459,,27439,,67,,142,,18,,18,,20691,,20452,,40,,37,,3,,61,,1,,97,,5014,,1979,,,,,26731,170,28,7345,,11245,,21,,627,,1495,,2273,,12550,,10099,,14898,7722,3756,982,326,1130,110,64.089996,240,980,40,89.57,89,39,127,74.089996,1307,2.4000001,0.69999999,6.8000002,6.8000002,1.7,2.4000001,8.6999998,5.8000002,9.6999998,2.4000001,0.69999999,1.5,3.9000001,2.2,9.6999998,9.6999998,21.799999,2.4000001,10305,3978,6327,9000,19323,-0.1,21242,-2.7,,
S14000028,Falkirk,Scotland,108955,53075,,55880,,107853,,1102,,5.6799998,6454,,3666,,2215,,6257,,1261,,2614,,2502,,5990,,6439,,23780,,23210,,7060,,9639,,5846,,1376,,646,,40.200001,41,23558,24292,12876,,9457,18919,,11305,22798,18559,18698,105109,,298,,1424,,2124,,106680,,245,,1625,,233,,172,,60365,,58622,,156,,119,,23,,1104,,94,,247,,41441,,7149,,,,,103914,961,208,27297,,44065,,149,,3072,,7680,,6839,,53389,,34613,,55432,33919,13689,4610,1305,6240,1100,72.660004,920,5180,170,84.919998,664,306,973,60.049999,8294,0,0.89999998,9,6.6999998,2.2,4.5,10.1,5.0999999,6.6999998,0.80000001,0.80000001,0.80000001,3.4000001,5.5999999,6.6999998,6.6999998,27,3.9000001,44481,14829,29652,41000,23578,3.2,26448,6.9000001,,
S14000029,Glasgow Central,Scotland,91257,47454,,43803,,84318,,6939,,45.689999,4330,,1941,,1204,,3101,,630,,1429,,5137,,14358,,11989,,21208,,13412,,3229,,4912,,3309,,733,,335,,34.900002,30,19779,12177,12655,,7772,27668,,12480,25222,8021,18619,68747,,1179,,4763,,16568,,69218,,693,,17145,,2963,,1238,,54832,,39126,,780,,1815,,178,,11773,,812,,348,,30123,,6302,,,,,84651,3104,659,48315,,18552,,234,,2792,,5928,,4230,,26199,,46943,,47240,25624,11090,5425,1878,5900,1230,70.519997,1400,7030,210,85.769997,665,403,1064,82.089996,13015,0,1.1,1.7,1.7,0.60000002,1.7,7.3000002,2.9000001,8.8000002,5.8000002,10.7,1.9,10.7,18,6.3000002,6.3000002,10.2,3.9000001,205159,34164,170995,,,,25862,2.8,,
S14000030,Glasgow East,Scotland,87402,41202,,46200,,86671,,731,,22.43,5085,,2609,,1790,,5290,,1141,,2277,,2510,,6156,,5696,,17364,,19050,,4847,,7275,,4827,,1016,,469,,39.400002,40,30201,17692,8363,,6123,9108,,4761,15265,13099,24648,82701,,276,,2050,,2375,,84252,,146,,1784,,1035,,185,,58922,,57320,,150,,138,,40,,974,,165,,135,,22228,,6252,,,,,82592,1410,280,30675,,24979,,87,,3142,,6186,,6418,,31472,,39288,,39239,24474,14008,7187,2494,8700,2040,70.900002,1400,8850,300,86.940002,786,424,1209,74.480003,14441,0,3,10.4,10.4,2.7,5.1999998,14.8,5.1999998,7.4000001,1,1.2,1.5,2.7,5.9000001,3.7,5.1999998,11.9,5.9000001,33736,4389,29347,27000,20799,5.5999999,23955,6.5999999,,
S14000031,Glasgow North,Scotland,71636,34398,,37238,,68629,,3007,,37.970001,3106,,1398,,959,,2475,,533,,1207,,3745,,11501,,8375,,15417,,11779,,3185,,4202,,2739,,652,,363,,36.099998,31,12353,8558,11725,,4898,25631,,13638,21519,6023,11499,59661,,662,,3119,,8194,,62030,,683,,6648,,1624,,651,,37222,,31803,,568,,579,,136,,3423,,421,,292,,29175,,5239,,,,,67844,1435,355,37604,,15505,,188,,1934,,4467,,3467,,22816,,37361,,39689,19751,7823,3217,1156,3820,780,69.839996,950,4440,120,85.709999,497,281,779,78.129997,7866,0,0.1,2.5999999,2.9000001,1.1,1.3,9.6000004,0.69999999,11.2,3.2,0.60000002,1.6,5.5999999,4,1.3,28.799999,22.4,4.8000002,31214,6232,24982,22000,23687,-9.6999998,29797,-2.7,,
S14000032,Glasgow North East,Scotland,85854,41119,,44735,,83924,,1930,,33.689999,5181,,2639,,1541,,4488,,993,,1878,,2445,,6896,,7493,,18598,,16482,,4045,,6920,,4733,,1043,,479,,38.599998,37,30165,15443,7551,,5991,11862,,5185,16080,11168,24350,76371,,428,,1921,,7134,,76595,,245,,4657,,3758,,599,,56107,,51808,,359,,438,,48,,2960,,311,,183,,22861,,6886,,,,,80000,2084,483,34681,,20414,,132,,3284,,6260,,6241,,26658,,42445,,37727,24774,13841,6959,2553,7980,2020,69.309998,1640,8670,260,87.370003,819,418,1238,73.279999,14680,0,2.0999999,6,9.3000002,2.0999999,4.6999998,5.3000002,6.6999998,3.3,3.3,0.30000001,1.9,3.3,24,5.3000002,5.3000002,16,2.4000001,37574,7559,30015,26000,19483,2.3,22334,3.5999999,,
S14000033,Glasgow North West,Scotland,85882,40768,,45114,,85024,,858,,47.82,5158,,2641,,1631,,4550,,930,,1861,,2261,,6349,,7439,,19040,,16965,,4201,,6171,,4618,,1372,,695,,38.799999,38,21358,13769,8729,,6373,20743,,12069,18167,10082,17664,77420,,504,,2028,,5930,,78725,,408,,4217,,2050,,482,,50616,,46517,,290,,457,,100,,2688,,335,,229,,29307,,5959,,,,,80937,1504,282,32680,,23193,,175,,2767,,6111,,6046,,30614,,39520,,43130,23974,11608,5314,1856,6710,1420,70.489998,1170,6920,210,86.360001,686,367,1053,78.389999,11395,0,1.1,12.3,5.3000002,2.5,1.2,8.8000002,3.5,5.3000002,0.80000001,0.40000001,1.8,2.0999999,2.5,12.3,6.0999999,31.6,2.8,28513,12047,16466,31000,25964,,28387,2.2,,
S14000034,Glasgow South,Scotland,87852,42080,,45772,,87326,,526,,32.82,4936,,2524,,1568,,4421,,987,,1902,,2017,,5730,,7995,,20332,,17966,,4768,,6588,,4478,,1155,,485,,39.200001,38,19799,13852,9569,,7108,23088,,14238,19462,10150,16707,79538,,823,,1805,,5686,,77982,,434,,7856,,1255,,325,,55415,,47298,,229,,271,,316,,6424,,617,,260,,26672,,5765,,,,,83065,1456,320,32050,,27124,,162,,2787,,5723,,5570,,35070,,37838,,45660,24976,11229,4516,1471,5380,1170,69.489998,1040,5640,180,87.160004,574,382,956,77.82,9159,0.1,4.8000002,7.5,4.8000002,2.0999999,2.0999999,9,0.89999998,12,1.5,1.2,2.4000001,5.4000001,3.5999999,6,13.5,18,7.5,16656,3264,13392,32000,24063,-2.3,29432,2.9000001,,
S14000035,Glasgow South West,Scotland,83979,39356,,44623,,82976,,1003,,31.379999,5249,,2856,,1807,,5052,,1068,,2088,,2344,,5674,,6077,,17516,,17552,,4090,,6350,,4694,,1051,,511,,38.599998,38,25547,16726,8158,,6485,11031,,5480,15780,12388,21397,76697,,472,,2010,,4800,,76282,,271,,5537,,1566,,323,,54634,,49416,,198,,381,,79,,3913,,495,,152,,23663,,5682,,,,,78755,1645,344,28929,,23907,,115,,2938,,5971,,6087,,29865,,37090,,39970,23989,12399,5607,2014,7310,1680,66.879997,1380,7400,230,86.190002,835,495,1330,75.559998,11896,0,0.89999998,5.4000001,4.9000001,1.1,2.7,10.8,2.2,4.3000002,0.80000001,0.60000002,1.3,2.2,6.5,4.9000001,4.3000002,43.099998,2.7,46357,22355,24002,33000,19763,-3.5999999,22061,-1.6,,
S14000036,Glenrothes,Scotland,89315,43082,,46233,,88572,,743,,4.8099999,5306,,2990,,1836,,5293,,1167,,2278,,2119,,5143,,5171,,17450,,19234,,6111,,8602,,5039,,1077,,499,,40.5,42,23203,19859,9287,,8862,11512,,6015,15561,16472,19302,86173,,197,,1357,,1588,,87722,,182,,1161,,177,,73,,38624,,37322,,112,,56,,26,,746,,78,,284,,44922,,5769,,,,,85021,938,145,22562,,34286,,107,,2651,,7302,,5815,,42525,,29469,,42570,27998,12914,4528,1305,6190,1580,73.949997,1320,5650,220,85.349998,526,276,797,73.68,9558,0,1.1,17.200001,2.9000001,1.4,2.3,10.1,3.5999999,4.3000002,1.1,2.3,0.5,2.9000001,2.5999999,28.700001,5.6999998,10.1,4.3000002,34792,14240,20552,29000,20173,3.5,23826,7.4000001,,
S14000037,Gordon,Scotland,99880,49422,,50458,,98935,,945,,0.67000002,6077,,3181,,2088,,5533,,1136,,2570,,2186,,5059,,5629,,21210,,22718,,7131,,8566,,5001,,1231,,564,,40.400002,42,17156,21115,12030,,8440,23124,,15686,21255,18847,10522,94358,,240,,1961,,3321,,97391,,382,,1324,,565,,218,,47980,,46720,,204,,179,,23,,587,,22,,245,,44809,,7091,,,,,94875,1084,216,22539,,46152,,74,,2058,,5658,,5384,,54864,,26085,,56614,31475,9133,2063,595,2820,370,71.230003,690,2130,100,86.029999,205,123,333,76.550003,3107,0.30000001,17.1,12.4,5.4000001,1.2,3.5,7.8000002,7,7,1.6,0.30000001,0.60000002,12.4,6.1999998,2.3,4.6999998,7,2.3,64437,6243,58194,45000,25245,-1.3,33172,0.5,,
S14000038,Inverclyde,Scotland,81485,38999,,42486,,80261,,1224,,5.0799999,4204,,2483,,1529,,4498,,1018,,1979,,2098,,4999,,4726,,15277,,18518,,5380,,7916,,5103,,1159,,598,,41.5,43,22083,15550,8957,,7786,13377,,7706,15898,12119,16815,79355,,212,,651,,1267,,80376,,179,,748,,133,,49,,60965,,60348,,71,,101,,8,,197,,98,,142,,15674,,4846,,,,,78327,560,108,24282,,28962,,50,,2127,,5942,,6390,,33865,,32682,,41063,23187,11186,4555,1494,5780,1150,70.110001,990,5780,220,88.349998,1324,587,1905,76.419998,8398,0.1,0.1,6,2.0999999,1.2,2.4000001,12.1,3.5,6.9000001,4.3000002,5.1999998,1.7,3.5,10.4,5.1999998,8.6000004,24.200001,4.3000002,28958,9060,19898,29000,20970,1.3,24543,-0.2,,
S14000039,"Inverness, Nairn, Badenoch & Strathspey",Scotland,101936,49752,,52184,,99939,,1997,,0.20999999,5953,,3354,,2172,,5812,,1204,,2532,,2078,,5522,,6555,,20738,,22129,,6662,,9272,,5829,,1434,,690,,40.599998,41,19403,20327,12177,,8046,23488,,12055,19712,17632,15649,94593,,342,,4006,,2995,,100000,,362,,1171,,266,,137,,54095,,52788,,275,,123,,39,,442,,23,,405,,39970,,7871,,,,,97000,1191,171,27250,,39918,,82,,2551,,7414,,6226,,49219,,32267,,56447,30415,10919,3213,942,4620,660,71.980003,310,3810,160,86.389999,1748,1132,2871,71.349998,5280,0.5,1.6,4.3000002,5.1999998,3,3,10.4,5.1999998,10.4,2.5999999,1,1.4,5.1999998,6,4.3000002,6,24.200001,4.3000002,57963,16505,41458,40000,24439,9.6000004,28888,9,,
S14000040,Kilmarnock & Loudoun,Scotland,96810,46796,,50014,,95564,,1246,,1.49,5409,,3142,,1939,,5424,,1177,,2429,,2422,,5961,,5602,,19292,,20898,,6517,,9215,,5554,,1194,,635,,40.700001,42,26050,19129,11019,,8239,15282,,9252,17530,17321,18405,94381,,222,,797,,1410,,95572,,223,,796,,130,,89,,54024,,53090,,141,,57,,54,,330,,79,,273,,36550,,6236,,,,,92563,808,164,25960,,37734,,114,,2759,,6655,,6497,,46216,,32295,,49095,29008,12678,4585,1444,5360,1330,71.300003,1490,5130,180,84.839996,568,271,843,66.139999,9040,0.1,1.5,8.8999996,5.1999998,2.0999999,3,11.9,3.7,5.9000001,0.89999998,1.2,0.69999999,3.7,10.4,6.6999998,5.9000001,26.700001,3.7,33732,11256,22476,36000,22838,3.8,25769,4.4000001,,
