code,constituency,region,reg_l12_18_f_c2,reg_l12_18_m_c2,reg_l12_25_f_c2,reg_l12_25_m_c2,reg_l12_35_f_c2,reg_l12_35_m_c2,reg_l12_50_f_c2,reg_l12_50_m_c2,reg_l12_65_f_c2,reg_l12_65_m_c2,reg_l12_75_f_c2,reg_l12_75_m_c2,reg_l3_18_f_c2,reg_l3_18_m_c2,reg_l3_25_f_c2,reg_l3_25_m_c2,reg_l3_35_f_c2,reg_l3_35_m_c2,reg_l3_50_f_c2,reg_l3_50_m_c2,reg_l3_65_f_c2,reg_l3_65_m_c2,reg_l3_75_f_c2,reg_l3_75_m_c2,reg_l4_18_f_c2,reg_l4_18_m_c2,reg_l4_25_f_c2,reg_l4_25_m_c2,reg_l4_35_f_c2,reg_l4_35_m_c2,reg_l4_50_f_c2,reg_l4_50_m_c2,reg_l4_65_f_c2,reg_l4_65_m_c2,reg_l4_75_f_c2,reg_l4_75_m_c2,reg_la_18_f_c2,reg_la_18_m_c2,reg_la_25_f_c2,reg_la_25_m_c2,reg_la_35_f_c2,reg_la_35_m_c2,reg_la_50_f_c2,reg_la_50_m_c2,reg_la_65_f_c2,reg_la_65_m_c2,reg_la_75_f_c2,reg_la_75_m_c2,reg_lo_18_f_c2,reg_lo_18_m_c2,reg_lo_25_f_c2,reg_lo_25_m_c2,reg_lo_35_f_c2,reg_lo_35_m_c2,reg_lo_50_f_c2,reg_lo_50_m_c2,reg_lo_65_f_c2,reg_lo_65_m_c2,reg_lo_75_f_c2,reg_lo_75_m_c2,reg_no_18_f_c2,reg_no_18_m_c2,reg_no_25_f_c2,reg_no_25_m_c2,reg_no_35_f_c2,reg_no_35_m_c2,reg_no_50_f_c2,reg_no_50_m_c2,reg_no_65_f_c2,reg_no_65_m_c2,reg_no_75_f_c2,reg_no_75_m_c2,l12_18_f_c2_not_reg,l12_18_m_c2_not_reg,l12_25_f_c2_not_reg,l12_25_m_c2_not_reg,l12_35_f_c2_not_reg,l12_35_m_c2_not_reg,l12_50_f_c2_not_reg,l12_50_m_c2_not_reg,l12_65_f_c2_not_reg,l12_65_m_c2_not_reg,l12_75_f_c2_not_reg,l12_75_m_c2_not_reg,l3_18_f_c2_not_reg,l3_18_m_c2_not_reg,l3_25_f_c2_not_reg,l3_25_m_c2_not_reg,l3_35_f_c2_not_reg,l3_35_m_c2_not_reg,l3_50_f_c2_not_reg,l3_50_m_c2_not_reg,l3_65_f_c2_not_reg,l3_65_m_c2_not_reg,l3_75_f_c2_not_reg,l3_75_m_c2_not_reg,l4_18_f_c2_not_reg,l4_18_m_c2_not_reg,l4_25_f_c2_not_reg,l4_25_m_c2_not_reg,l4_35_f_c2_not_reg,l4_35_m_c2_not_reg,l4_50_f_c2_not_reg,l4_50_m_c2_not_reg,l4_65_f_c2_not_reg,l4_65_m_c2_not_reg,l4_75_f_c2_not_reg,l4_75_m_c2_not_reg,la_18_f_c2_not_reg,la_18_m_c2_not_reg,la_25_f_c2_not_reg,la_25_m_c2_not_reg,la_35_f_c2_not_reg,la_35_m_c2_not_reg,la_50_f_c2_not_reg,la_50_m_c2_not_reg,la_65_f_c2_not_reg,la_65_m_c2_not_reg,la_75_f_c2_not_reg,la_75_m_c2_not_reg,lo_18_f_c2_not_reg,lo_18_m_c2_not_reg,lo_25_f_c2_not_reg,lo_25_m_c2_not_reg,lo_35_f_c2_not_reg,lo_35_m_c2_not_reg,lo_50_f_c2_not_reg,lo_50_m_c2_not_reg,lo_65_f_c2_not_reg,lo_65_m_c2_not_reg,lo_75_f_c2_not_reg,lo_75_m_c2_not_reg,no_18_f_c2_not_reg,no_18_m_c2_not_reg,no_25_f_c2_not_reg,no_25_m_c2_not_reg,no_35_f_c2_not_reg,no_35_m_c2_not_reg,no_50_f_c2_not_reg,no_50_m_c2_not_reg,no_65_f_c2_not_reg,no_65_m_c2_not_reg,no_75_f_c2_not_reg,no_75_m_c2_not_reg,turn_l12_18_f_c2,turn_l12_18_m_c2,turn_l12_25_f_c2,turn_l12_25_m_c2,turn_l12_35_f_c2,turn_l12_35_m_c2,turn_l12_50_f_c2,turn_l12_50_m_c2,turn_l12_65_f_c2,turn_l12_65_m_c2,turn_l12_75_f_c2,turn_l12_75_m_c2,turn_l3_18_f_c2,turn_l3_18_m_c2,turn_l3_25_f_c2,turn_l3_25_m_c2,turn_l3_35_f_c2,turn_l3_35_m_c2,turn_l3_50_f_c2,turn_l3_50_m_c2,turn_l3_65_f_c2,turn_l3_65_m_c2,turn_l3_75_f_c2,turn_l3_75_m_c2,turn_l4_18_f_c2,turn_l4_18_m_c2,turn_l4_25_f_c2,turn_l4_25_m_c2,turn_l4_35_f_c2,turn_l4_35_m_c2,turn_l4_50_f_c2,turn_l4_50_m_c2,turn_l4_65_f_c2,turn_l4_65_m_c2,turn_l4_75_f_c2,turn_l4_75_m_c2,turn_la_18_f_c2,turn_la_18_m_c2,turn_la_25_f_c2,turn_la_25_m_c2,turn_la_35_f_c2,turn_la_35_m_c2,turn_la_50_f_c2,turn_la_50_m_c2,turn_la_65_f_c2,turn_la_65_m_c2,turn_la_75_f_c2,turn_la_75_m_c2,turn_lo_18_f_c2,turn_lo_18_m_c2,turn_lo_25_f_c2,turn_lo_25_m_c2,turn_lo_35_f_c2,turn_lo_35_m_c2,turn_lo_50_f_c2,turn_lo_50_m_c2,turn_lo_65_f_c2,turn_lo_65_m_c2,turn_lo_75_f_c2,turn_lo_75_m_c2,turn_no_18_f_c2,turn_no_18_m_c2,turn_no_25_f_c2,turn_no_25_m_c2,turn_no_35_f_c2,turn_no_35_m_c2,turn_no_50_f_c2,turn_no_50_m_c2,turn_no_65_f_c2,turn_no_65_m_c2,turn_no_75_f_c2,turn_no_75_m_c2,l12_18_f_c2_not_turn,l12_18_m_c2_not_turn,l12_25_f_c2_not_turn,l12_25_m_c2_not_turn,l12_35_f_c2_not_turn,l12_35_m_c2_not_turn,l12_50_f_c2_not_turn,l12_50_m_c2_not_turn,l12_65_f_c2_not_turn,l12_65_m_c2_not_turn,l12_75_f_c2_not_turn,l12_75_m_c2_not_turn,l3_18_f_c2_not_turn,l3_18_m_c2_not_turn,l3_25_f_c2_not_turn,l3_25_m_c2_not_turn,l3_35_f_c2_not_turn,l3_35_m_c2_not_turn,l3_50_f_c2_not_turn,l3_50_m_c2_not_turn,l3_65_f_c2_not_turn,l3_65_m_c2_not_turn,l3_75_f_c2_not_turn,l3_75_m_c2_not_turn,l4_18_f_c2_not_turn,l4_18_m_c2_not_turn,l4_25_f_c2_not_turn,l4_25_m_c2_not_turn,l4_35_f_c2_not_turn,l4_35_m_c2_not_turn,l4_50_f_c2_not_turn,l4_50_m_c2_not_turn,l4_65_f_c2_not_turn,l4_65_m_c2_not_turn,l4_75_f_c2_not_turn,l4_75_m_c2_not_turn,la_18_f_c2_not_turn,la_18_m_c2_not_turn,la_25_f_c2_not_turn,la_25_m_c2_not_turn,la_35_f_c2_not_turn,la_35_m_c2_not_turn,la_50_f_c2_not_turn,la_50_m_c2_not_turn,la_65_f_c2_not_turn,la_65_m_c2_not_turn,la_75_f_c2_not_turn,la_75_m_c2_not_turn,lo_18_f_c2_not_turn,lo_18_m_c2_not_turn,lo_25_f_c2_not_turn,lo_25_m_c2_not_turn,lo_35_f_c2_not_turn,lo_35_m_c2_not_turn,lo_50_f_c2_not_turn,lo_50_m_c2_not_turn,lo_65_f_c2_not_turn,lo_65_m_c2_not_turn,lo_75_f_c2_not_turn,lo_75_m_c2_not_turn,no_18_f_c2_not_turn,no_18_m_c2_not_turn,no_25_f_c2_not_turn,no_25_m_c2_not_turn,no_35_f_c2_not_turn,no_35_m_c2_not_turn,no_50_f_c2_not_turn,no_50_m_c2_not_turn,no_65_f_c2_not_turn,no_65_m_c2_not_turn,no_75_f_c2_not_turn,no_75_m_c2_not_turn
W07000049,Aberavon,Wales,1284.7482,1234.1888,1333.7694,1534.663,2633.2688,2080.9377,2096.9456,1172.1469,525.11719,312.78915,262.57449,160.48152,323.11328,287.45416,723.90161,776.84045,859.03021,700.40527,420.77646,627.62988,63.911438,164.50018,32.397976,62.710613,308.17227,260.24161,1185.2988,951.55865,1321.6346,1288.8759,964.28735,964.42657,364.72324,335.39005,295.93509,244.71236,51.398693,191.92079,28.41608,186.82626,49.621269,459.10364,79.077431,954.26587,24.106861,361.61588,16.733381,248.9258,14.237182,12.968001,79.475067,115.1881,170.90829,279.43542,274.24362,372.94748,181.24553,185.43526,163.33586,113.74132,357.41296,476.68906,577.52972,632.69379,1375.7639,1409.0444,2664.3618,2104.2449,1990.4924,1531.156,2680.1238,1400.6989,426.95151,404.2341,248.60976,281.92975,227.80536,177.42645,108.87461,59.980789,6.9065375,4.0545387,6.489727,3.9092195,68.832031,60.352531,86.495193,91.482056,47.637936,38.281063,14.00445,20.587795,0.53884256,1.3668649,0.51329178,0.97922194,58.506054,48.693886,126.21505,99.864174,65.317093,62.779346,28.601843,28.193312,2.7404101,2.4836438,4.1784525,3.4053779,9.5060387,34.983227,2.9477332,19.100826,2.3890381,21.784971,2.2849531,27.176031,0.17645048,2.6087809,0.23016891,3.3746109,9.2193785,8.2764015,28.865925,41.233734,28.810389,46.42561,27.745546,37.187286,4.6450357,4.683847,7.8663301,5.3988461,106.67408,140.22148,96.680794,104.38774,106.89086,107.89761,124.23995,96.706009,23.512241,17.825932,59.492283,30.643744,809.17719,880.78918,776.82971,1024.8567,1520.2343,1366.881,1246.5593,781.64655,323.38141,212.3717,168.21284,111.85533,203.57736,202.61169,429.73129,521.51166,510.0592,466.89838,257.25891,425.20187,40.46368,113.58818,21.226292,44.27483,195.19339,183.58484,710.3595,641.82721,793.38568,864.65808,595.69025,657.39667,233.12466,232.94504,195.43472,173.58328,31.012205,131.14236,16.168566,121.78411,28.377157,298.43347,46.784634,632.72046,14.853866,245.43727,10.703755,173.10542,8.2252703,8.9920702,40.369949,71.288857,84.469078,166.70461,140.56088,226.62642,97.206886,115.26297,93.065895,73.759232,218.30022,332.27478,327.06137,413.92618,775.66699,910.40588,1551.9106,1384.0249,1205.8658,1028.6709,1691.843,967.02026,475.57098,353.39966,556.9397,509.80627,1113.0345,714.05676,850.38623,390.50031,201.73578,100.41745,94.361649,48.62619,119.53592,84.842468,294.17032,255.3288,348.97101,233.5069,163.51755,202.42801,23.447758,50.912003,11.171684,18.435783,112.97888,76.656769,474.93933,309.73145,528.24896,424.21777,368.59711,307.02991,131.59857,102.44501,100.50037,71.129074,20.386488,60.778427,12.247515,65.042152,21.244112,160.67017,32.292797,321.54541,9.2529955,116.1786,6.0296259,75.820374,6.0119114,3.9759312,39.105118,43.899239,86.439217,112.73082,133.68274,146.32106,84.038643,70.172287,70.269966,39.982086,139.11275,144.41428,250.46835,218.76761,600.09692,498.63855,1112.4512,720.21997,784.62659,502.48511,988.28076,433.67859
W07000058,Aberconwy,Wales,786.20325,952.39117,719.5401,871.47388,2009.2308,1697.5676,1888.7684,1290.3881,779.88733,504.31146,537.07422,285.35507,275.00214,253.12717,471.61841,525.34943,784.27661,685.98059,551.06354,575.0639,125.36793,224.22499,88.979965,131.07523,354.85461,285.13495,1020.7648,753.99689,1935.5287,1599.4521,1802.4202,1711.7085,834.43896,864.61682,727.89667,659.36346,42.077969,79.67511,4.6705766,79.438919,45.197514,237.93706,81.405212,548.36517,68.737228,344.90442,30.082092,246.68976,29.33128,26.677204,91.439796,123.90952,137.18932,252.85512,296.83209,343.74255,185.7608,188.18121,221.22882,166.55511,187.03725,223.74463,187.56268,259.81647,599.46906,669.20465,1432.7755,1246.2247,1483.4232,1083.7322,2472.8857,1198.7775,232.56763,277.66467,119.38417,142.5071,154.72195,128.83681,87.291367,58.776382,9.130415,5.8189363,11.815752,6.1873174,52.146584,47.30637,50.159946,55.068867,38.713829,33.373413,16.325649,16.790968,0.94085073,1.6584374,1.2548611,1.8218625,59.9669,47.489979,96.752678,70.436607,85.146797,69.347366,47.587929,44.541054,5.5809293,5.6992583,9.1483374,8.167594,6.927175,12.927495,0.43126893,7.2293935,1.9369755,10.049922,2.0937879,13.900771,0.44785324,2.2148151,0.36832079,2.9768715,16.906845,15.155234,29.562674,39.482414,20.585423,37.393997,26.731329,30.509426,4.2376828,4.2309856,9.4839087,7.0371089,49.690197,58.584965,27.948971,38.157211,41.458813,45.614109,59.470169,50.980927,15.597463,11.230659,48.861027,23.344738,514.84296,706.6756,435.72696,605.08844,1206.0338,1159.3459,1167.3977,894.67035,499.34995,356.00671,357.72995,206.791,180.14619,185.50218,291.08682,366.68637,484.1676,475.44373,350.29584,405.06244,82.525375,160.97748,60.612587,96.216782,233.68796,209.13409,636.04877,528.76959,1208.0555,1115.6267,1157.6692,1213.1163,554.54114,624.36902,499.79205,486.28543,26.396702,56.605412,2.7630715,53.839428,26.873854,160.81006,50.07457,378.0304,44.035732,243.39188,20.006674,178.3636,17.618605,19.232744,48.292187,79.732071,70.496773,156.83833,158.18056,217.17532,103.5853,121.61529,131.05847,112.29758,118.77534,162.15456,110.43726,176.73001,351.40869,449.55582,867.69281,852.23285,934.36786,756.99548,1623.019,860.48584,271.36029,245.71558,283.81314,266.38544,803.19702,538.22168,721.37073,395.71771,280.53738,148.30475,179.34427,78.564072,94.855942,67.624985,180.53159,158.66306,300.10901,210.53687,200.7677,170.00146,42.842552,63.247513,28.367378,34.858444,121.16666,76.000854,384.71606,225.22729,727.47314,483.82544,644.75098,498.59216,279.89783,240.2478,228.10461,173.07803,15.681267,23.069698,1.907505,25.599491,18.32366,77.126999,31.330643,170.33478,24.701496,101.51254,10.075418,68.326157,11.712675,7.4444599,43.14761,44.177444,66.692543,96.016785,138.65154,126.56723,82.175507,66.565926,90.170349,54.25753,68.261902,61.590073,77.12542,83.086456,248.06036,219.64883,565.0827,393.99188,549.05536,326.73669,849.8667,338.29163
E14000530,Aldershot,South East,1931.6342,2344.8665,2230.2229,2370.6497,4702.939,3919.6589,2771.9714,1739.566,768.51428,412.16946,390.75894,208.11598,818.66199,710.20416,1219.8337,1235.1285,1396.9277,1415.9447,668.47516,882.68018,137.2858,249.96516,60.44286,116.17262,677.86279,533.64038,2809.2754,2469.6714,3298.1499,3534.3098,1627.1689,2255.4258,493.43588,744.44324,336.40997,456.45294,114.33193,212.7679,47.689014,199.10799,106.49772,513.92444,127.87531,805.91595,57.776539,437.60193,31.187927,230.61716,145.68871,155.07101,488.36966,473.91382,689.61188,842.92096,536.95453,666.69482,251.32642,295.60434,218.59949,164.45502,351.83765,449.31168,438.35596,442.29337,1128.5306,1156.7117,2064.676,1590.2247,1814.8212,1244.6288,2273.0444,1048.9935,791.89984,947.4455,512.82648,537.25464,501.90631,412.27942,177.54622,109.81335,12.469159,6.590991,11.914298,6.2539315,215.14209,183.948,179.80342,179.43254,95.565697,95.46962,27.446415,35.718559,1.4279013,2.562324,1.1813474,2.2378511,158.75732,123.17742,369.03088,319.74078,201.08072,212.37093,59.539394,81.337349,4.5737734,6.8007684,5.8597078,7.8359141,26.085537,47.844158,6.1027737,25.112381,6.3253083,30.083735,4.5582495,28.313215,0.52170289,3.8945146,0.52921551,3.856807,116.38268,122.09109,218.82053,209.28081,143.40875,172.76184,67.016068,82.008423,7.9459424,9.2110043,12.987466,9.6297197,129.54364,163.04674,90.526848,90.022545,108.16702,109.26919,118.76916,90.157227,26.445778,17.875538,62.243423,28.310698,1226.3158,1686.7874,1309.3182,1595.7667,2736.759,2595.2053,1660.9877,1169.2871,477.04858,282.08023,252.32916,146.214,519.91364,504.58109,729.91107,835.78815,836.06091,951.41742,411.96097,602.76331,87.612129,173.97952,39.916561,82.674477,432.77802,379.45529,1697.0575,1679.0885,1995.6998,2389.9553,1013.2079,1549.6682,317.91238,521.17883,223.93707,326.36224,69.534447,146.54768,27.351273,130.82578,61.389378,336.73477,76.258675,538.62201,35.884113,299.38089,20.109016,161.65318,84.840637,108.38499,250.05057,295.64139,343.55106,506.87958,277.40692,408.35873,135.8688,185.20821,125.54807,107.49719,216.60979,315.6907,250.22668,291.66989,641.35223,753.33362,1212.2084,1054.2848,1108.2155,842.84698,1446.3219,729.98755,705.31836,658.0791,920.90466,774.88293,1966.1799,1324.4536,1110.9838,570.27893,291.4657,130.08923,138.42978,61.901978,298.74835,205.62308,489.92267,399.34039,560.86682,464.52728,256.51419,279.91687,49.673668,75.985641,20.526299,33.498138,245.08478,154.18509,1112.2179,790.58289,1302.4501,1144.3545,613.96106,705.75757,175.5235,223.2644,112.4729,130.0907,44.797485,66.220215,20.337742,68.282211,45.108341,177.18967,51.616638,267.29395,21.892426,138.22104,11.078911,68.963974,60.848068,46.686028,238.31909,178.27243,346.06082,336.04138,259.54761,258.33609,115.45761,110.39613,93.051414,56.957825,135.22786,133.62097,188.12927,150.62347,487.17841,403.37805,852.46765,535.93994,706.60571,401.7818,826.72253,319.00598
E14000531,Aldridge-Brownhills,West Midlands,1114.8409,1322.0469,1137.8408,1227.0736,3427.554,2905.4634,2416.395,1626.6956,861.08374,483.70792,357.13541,222.61815,559.64026,441.90692,688.26959,659.88416,1232.7157,1054.7975,644.14459,774.47986,121.36189,321.32388,57.55167,124.04337,413.6394,342.82394,1375.686,1035.4161,2284.0078,2093.1929,1562.4531,1668.3718,507.49072,682.64996,325.65491,402.13214,65.693214,218.85173,13.489876,98.331802,26.501114,405.46332,56.310265,703.48334,42.79126,460.76889,15.887569,277.05814,10.021615,29.666147,86.110771,134.26202,195.28944,365.3927,399.25183,446.72098,324.38864,289.81018,224.76758,193.40405,261.36215,361.30795,355.80609,445.81247,1005.9092,1193.9287,2287.1287,1965.469,2934.1831,1957.5601,3434.7871,1885.4259,289.02994,337.80621,165.45828,175.86038,231.32452,193.26088,97.875954,64.939072,8.8351679,4.8915539,6.8861847,4.2305331,93.006775,72.381462,64.156441,60.623516,53.330475,44.975338,16.725046,19.819056,0.79824269,2.0829298,0.7113378,1.5110614,61.263,50.042374,114.28043,84.773178,88.060654,79.539932,36.154388,38.048592,2.9747677,3.9436841,3.5871441,4.365664,9.4784527,31.121256,1.0916948,7.8429227,0.99538159,15.009527,1.2693551,15.629221,0.24434596,2.5932086,0.17048639,2.9301653,5.0627308,14.770626,24.399525,37.494514,25.682312,47.359333,31.5117,34.749832,6.4856696,5.7107735,8.4448977,7.1617088,60.855656,82.913681,46.467358,57.382248,60.971134,71.323898,83.200668,70.468094,27.039061,17.779333,59.480022,32.179203,726.03564,975.56604,685.24524,847.30579,2046.0632,1973.3604,1485.2964,1121.6416,548.30676,339.58429,236.56961,160.43964,364.58859,322.06693,422.46957,458.0567,756.82324,727.04529,407.21307,542.52661,79.449013,229.4189,38.988235,90.554237,270.90237,250.06364,852.4895,722.13251,1417.7183,1451.9844,998.02271,1175.9005,335.40717,490.2536,222.37312,294.94446,40.984581,154.62878,7.9366035,66.277504,15.670564,272.52588,34.447495,482.29831,27.262978,323.36688,10.508224,199.21915,5.9866424,21.269983,45.227665,85.918488,99.800522,225.39557,211.58952,280.68463,179.8932,186.26472,132.42261,129.68301,165.06157,260.41089,208.34718,301.57889,586.42102,797.64227,1377.4744,1336.6975,1837.9983,1359.8516,2241.9421,1345.9213,388.8053,346.48083,452.59558,379.76782,1381.4907,932.10303,931.09863,505.05396,312.77698,144.12363,120.5658,62.178513,195.05167,119.84,265.80002,201.82745,475.89246,327.7522,236.93152,231.95325,41.91288,91.904984,18.563435,33.489136,142.73703,92.7603,523.19653,313.28363,866.28955,641.2085,564.43042,492.47131,172.08356,192.39636,103.28178,107.18768,24.708633,64.222946,5.5532722,32.054298,10.83055,132.93744,21.86277,221.18503,15.528282,137.40201,5.3793459,77.838989,4.0349727,8.3961639,40.883106,48.343536,95.488922,139.99713,187.66231,166.03635,144.49544,103.54546,92.344971,63.721039,96.300583,100.89706,147.45891,144.23358,419.48816,396.28644,909.6543,628.77148,1096.1848,597.7085,1192.845,539.50464
E14000532,Altrincham & Sale West,North West,968.51202,1227.7203,978.74664,1112.058,3299.8984,2502.3843,2683.7485,1685.7565,1149.3253,580.58795,761.26752,383.61246,557.35608,624.60248,768.3299,772.17535,1274.6954,1079.949,811.70184,929.98181,180.45995,293.70187,132.946,172.96083,680.48047,643.08685,3454.0044,2892.7344,5930.3638,5848.0054,3373.7324,3935.2229,1191.6431,1489.0188,954.71014,1124.3047,36.720055,100.23132,11.424752,89.156975,47.714581,332.9158,69.108528,690.01099,64.895737,423.60733,45.916519,306.13074,32.039413,0,205.25194,199.25304,308.73398,250.7632,380.76556,330.61313,299.01907,208.7531,329.34534,166.45708,173.54944,201.3149,219.32845,257.57571,600.37561,647.8631,1414.6997,1204.2219,1597.5349,997.92792,2716.6001,1176.46,259.49225,324.19733,147.08446,164.70784,230.15894,172.017,112.34135,69.547691,12.187284,6.0676818,15.169461,7.5338349,95.725464,105.728,74.014893,73.312599,56.991497,47.587933,21.7806,24.594547,1.2266617,1.9675945,1.6981721,2.1774535,104.15536,97.012207,296.52753,244.76086,236.2951,229.6534,80.678123,92.748245,7.2186408,8.8899984,10.867926,12.61409,5.4753208,14.72991,0.95549667,7.3490181,1.852108,12.736206,1.6099588,15.842718,0.38296616,2.4638269,0.50920188,3.3459611,16.727121,0,60.103603,57.505451,41.959351,33.589153,31.057951,26.578196,6.1784396,4.2511091,12.787955,6.3700671,41.761021,47.743523,29.601875,34.262585,37.607861,39.997139,53.185257,44.619419,15.214038,9.3666754,48.617287,20.750561,675.94971,970.89795,631.68286,822.92706,2111.0557,1821.4167,1767.8743,1245.6813,784.30603,436.81424,540.41541,296.28397,389.12686,487.84674,505.41595,574.42297,838.69171,797.73743,549.91962,698.15167,126.60515,224.72806,96.519547,135.31544,477.6073,502.70529,2293.8079,2162.0955,3944.9185,4347.3525,2309.4495,2972.4287,844.02393,1146.007,698.65143,883.73047,24.550913,75.894127,7.2034059,64.400887,30.236807,239.80319,45.307079,506.97,44.309696,318.59595,32.546566,235.90192,20.511362,0,115.53094,136.64783,169.08412,165.77296,216.25658,222.62131,177.71019,143.78522,207.94302,119.61459,117.46023,155.49695,137.63649,186.73169,375.09232,463.84979,913.10675,877.68335,1072.4391,742.91638,1900.2673,900.01904,292.56232,256.82239,347.06378,289.13092,1188.8428,680.96753,915.87427,440.0752,365.01929,143.77371,220.85211,87.328491,168.22922,136.75574,262.91394,197.75238,436.00372,282.21155,261.78223,231.83014,53.854797,68.973816,36.426453,37.645386,202.87317,140.38156,1160.1965,730.63892,1985.4453,1500.6528,1064.283,962.79419,347.61914,343.01184,256.05872,240.57422,12.169142,24.337196,4.2213464,24.756088,17.477774,93.11261,23.801449,183.04099,20.58604,105.01138,13.369953,70.228821,11.528051,0,89.720993,62.605209,139.64986,84.990234,164.50899,107.99182,121.30888,64.96788,121.40231,46.842484,56.089211,45.817947,81.691956,70.844025,225.28329,184.01331,501.59296,326.53857,525.09583,255.01154,816.33276,276.44092
W07000043,Alyn & Deeside,Wales,1468.7517,1689.899,1489.2592,1619.4983,3904.093,3067.2603,2835.0017,1802.8557,935.16479,525.00562,328.93369,226.81351,615.59113,462.37668,860.83118,910.37958,1293.8589,1197.7196,680.26331,903.73779,145.11714,338.30658,43.237766,112.80291,434.60364,363.91885,1662.4525,1302.8973,2493.5081,2301.6777,1656.8934,1773.1599,523.15027,642.8858,299.07935,313.2085,74.675354,297.17755,41.074085,167.11693,96.696159,607.28168,123.52708,963.08521,57.503189,587.30774,23.515432,352.75525,45.672466,104.32128,181.64148,233.30902,204.65363,314.82346,373.63315,435.04868,227.65312,251.10558,230.58199,146.00728,300.7067,400.99548,319.16534,411.56985,835.94897,947.70001,2055.8379,1631.0847,2061.3103,1424.1749,2406.7314,1259.7781,467.28152,529.88495,265.75244,284.82513,323.33829,250.36844,140.91626,88.32016,11.775048,6.5152116,7.783143,5.2893662,125.54456,92.937889,98.469116,102.63512,68.691078,62.669884,21.675137,28.380243,1.1713235,2.6911643,0.65581888,1.6862814,78.989586,65.188652,169.47392,130.90437,117.97668,107.32965,47.048996,49.624229,3.7630446,4.5576181,4.0427008,4.1726456,13.221917,51.858967,4.0790753,16.357052,4.4569192,27.587128,3.4170794,26.257221,0.40294755,4.056149,0.3096613,4.5781956,28.314045,63.739861,63.159565,79.955139,33.02742,50.074093,36.188499,41.52927,5.5855088,6.0720716,10.63131,6.6347866,85.921448,112.92464,51.150593,65.0084,62.179268,69.47496,91.775192,71.763405,23.310299,15.873,51.145,26.385221,971.39703,1266.4087,910.8316,1135.6733,2366.782,2115.6558,1769.7091,1262.444,604.74146,374.31027,221.27776,166.00584,407.27692,342.22726,536.60931,641.76709,806.71814,838.39929,436.73581,642.91974,96.477997,245.30139,29.746941,83.629387,289.05975,269.5798,1046.2185,922.81683,1571.8334,1621.439,1074.8092,1269.1969,351.13489,468.87808,207.40273,233.29654,47.313015,213.23561,24.541327,114.39209,58.067486,414.52405,76.742439,670.54816,37.206047,418.58292,15.795313,257.59476,27.707888,75.959541,96.886909,151.62413,106.2128,197.22227,201.09258,277.60257,128.21124,163.89914,137.96127,99.424957,192.86337,293.51105,189.79875,282.74548,494.91879,642.98975,1257.434,1126.5406,1311.3079,1004.7155,1595.3488,913.28772,497.35468,423.49036,578.42755,483.82495,1537.311,951.60449,1065.2926,540.41174,330.42334,150.69534,107.65593,60.807663,208.31421,120.14941,324.22186,268.61249,487.14075,359.32031,243.5275,260.81805,48.639145,93.005188,13.490826,29.173523,145.54388,94.33905,616.23401,380.08051,921.67468,680.23877,582.08423,503.96301,172.01538,174.00772,91.67662,79.911957,27.362339,83.94194,16.532759,52.724838,38.628674,192.75763,46.784645,292.53705,20.297142,168.72482,7.7201195,95.160492,17.964579,28.36174,84.75457,81.684891,98.440826,117.60118,172.54057,157.44611,99.441879,87.206436,92.620712,46.582321,107.84332,107.48444,129.36659,128.82437,341.03018,304.71027,798.40393,504.54407,750.00244,419.45941,811.38269,346.49036
