code,constituency,region,registered_el15,v_cons_el15,v_lab_el15,v_ld_el15,v_green_el15,v_ukip_el15,v_pc_el15,v_ind_el15,v_other_el15,v_turnout_el15,p_turnout_el15,p_cons_el15,p_lab_el15,p_ld_el15,p_green_el15,p_ukip_el15,p_pc_el15,p_ind_el15,p_other_el15,winner2015,second2015,marginality,registered_el10,v_turnout_el10,v_cons_el10,v_lab_el10,v_ld_el10,v_green_el10,v_bnp_el10,v_ukip_el10,v_pc_el10,v_ind_el10,v_other_el10,p_turnout_el10,p_cons_el10,p_lab_el10,p_ld_el10,p_green_el10,p_bnp_el10,p_ukip_el10,p_pc_el10,p_ind_el10,p_other_el10,brexit_leave,usual_residents,male_no,male_per,female_no,female_per,livinginhousehold_no,livinginhousehold_per,livingcommunally_no,livingcommunally_per,density,age0to4,age0to4_per,age5to7,age5to7_per,age8to9,age8to9_per,age10to14,age10to14_per,age15,age15_per,age16to17,age16to17_per,age18to19,age18to19_per,age20to24,age20to24_per,age25to29,age25to29_per,age30to44,age30to44_per,age45to59,age45to59_per,age60to64,age60to64_per,age65to74,age65to74_per,age75to84,age75to84_per,age85to89,age85to89_per,age90andover,age90andover_per,meanage,medianage,noqualifications,level1qualifications,level2qualifications,apprenticeship,level3qualifications,level4qualificationsandabove,otherqualifications,ab,c1,c2,de,birth_uk_no,birth_uk_per,birth_ireland_no,birth_ireland_per,birth_eu_no,birth_eu_per,birth_noneuno,birth_noneu_per,ethn_white_no,ethn_white_pre,ethn_mixed_no,ethn_mixed_pre,ethn_asian_no,ethn_asian_per,ethn_black_no,ethn_black_pre,ethn_other_no,ethn_other_pre,religion_total_no,religion_total_per,christian_no,christian_per,buddhist_no,buddhist_per,hindu_no,hindu_per,jewish_no,jewish_per,muslim_no,muslin_per,sikh_no,sikh_per,other_rel_no,other_rel_per,no_rel_no,no_rel_per,rel_dk_no,rel_dk_per,mainlang_english,notenglish_speakverywell,notenglish_speakwell,notenglish_speakwell_vwell,notenglish_notspeakwell,notenglish_notspeak,mar_single_no,mar_single_per,mar_married_no,mar_married_per,mar_civilpartnership_no,mar_civilpartnership_per,mar_separated_no,mar_separated_per,mar_divorced,mar_divorced_per,mar_widowed_no,mar_widowed_per,livingincouple_no,livingincouple_per,livingalone_no,livingalone_per,verygoodhealth,goodhealth,fairhealth,badhealth,verybadhealth,disabilitybenefit_anydisabling,incomesupport_peopleclaimingb,incomesupport_averageweeklypa,jsa_total,total_esa,incapacity_peopleclaimingbenef,incapacity_averageweeklypaymen,uc_notinemploymentmarch17,uc_inemploymentmarch17,uc_totalmarch17,housingbenefit_meanofweeklya,housingbenefitclaimantsnov1,agricultureforestryfishing,miningquarryingutilitiesb,manufacturingc_per,constructionf_per,motortradespartg_per,wholesalepartg_per,retailpartg_per,transportstorageincpostal,accommodationfoodservicesi,informationcommunicationj_,financialinsurancek_per,propertyl_per,professionalscientifictechn,businessadministrationsuppor,publicadministrationdefence,educationp_per,healthq_per,artsentertainmentrecreation,totalemployees,employees_pub,employees_priv,numberofjobs,medianannualgrosspay,annualpercentagechangemedia,meanannualgrosspay,annualpercentagechangemean,cmdi,cmdid,tot_turn2,tot_not_turn2,registered2017,not_registered,eligible_voters,age0_18_2017,usual_res2017,l12_18_f_c2_s,l12_18_m_c2_s,l12_25_f_c2_s,l12_25_m_c2_s,l12_35_f_c2_s,l12_35_m_c2_s,l12_50_f_c2_s,l12_50_m_c2_s,l12_65_f_c2_s,l12_65_m_c2_s,l12_75_f_c2_s,l12_75_m_c2_s,l3_18_f_c2_s,l3_18_m_c2_s,l3_25_f_c2_s,l3_25_m_c2_s,l3_35_f_c2_s,l3_35_m_c2_s,l3_50_f_c2_s,l3_50_m_c2_s,l3_65_f_c2_s,l3_65_m_c2_s,l3_75_f_c2_s,l3_75_m_c2_s,l4_18_f_c2_s,l4_18_m_c2_s,l4_25_f_c2_s,l4_25_m_c2_s,l4_35_f_c2_s,l4_35_m_c2_s,l4_50_f_c2_s,l4_50_m_c2_s,l4_65_f_c2_s,l4_65_m_c2_s,l4_75_f_c2_s,l4_75_m_c2_s,la_18_f_c2_s,la_18_m_c2_s,la_25_f_c2_s,la_25_m_c2_s,la_35_f_c2_s,la_35_m_c2_s,la_50_f_c2_s,la_50_m_c2_s,la_65_f_c2_s,la_65_m_c2_s,la_75_f_c2_s,la_75_m_c2_s,lo_18_f_c2_s,lo_18_m_c2_s,lo_25_f_c2_s,lo_25_m_c2_s,lo_35_f_c2_s,lo_35_m_c2_s,lo_50_f_c2_s,lo_50_m_c2_s,lo_65_f_c2_s,lo_65_m_c2_s,lo_75_f_c2_s,lo_75_m_c2_s,no_18_f_c2_s,no_18_m_c2_s,no_25_f_c2_s,no_25_m_c2_s,no_35_f_c2_s,no_35_m_c2_s,no_50_f_c2_s,no_50_m_c2_s,no_65_f_c2_s,no_65_m_c2_s,no_75_f_c2_s,no_75_m_c2_s,reg_l12_18_f_c2,reg_l12_18_m_c2,reg_l12_25_f_c2,reg_l12_25_m_c2,reg_l12_35_f_c2,reg_l12_35_m_c2,reg_l12_50_f_c2,reg_l12_50_m_c2,reg_l12_65_f_c2,reg_l12_65_m_c2,reg_l12_75_f_c2,reg_l12_75_m_c2,reg_l3_18_f_c2,reg_l3_18_m_c2,reg_l3_25_f_c2,reg_l3_25_m_c2,reg_l3_35_f_c2,reg_l3_35_m_c2,reg_l3_50_f_c2,reg_l3_50_m_c2,reg_l3_65_f_c2,reg_l3_65_m_c2,reg_l3_75_f_c2,reg_l3_75_m_c2,reg_l4_18_f_c2,reg_l4_18_m_c2,reg_l4_25_f_c2,reg_l4_25_m_c2,reg_l4_35_f_c2,reg_l4_35_m_c2,reg_l4_50_f_c2,reg_l4_50_m_c2,reg_l4_65_f_c2,reg_l4_65_m_c2,reg_l4_75_f_c2,reg_l4_75_m_c2,reg_la_18_f_c2,reg_la_18_m_c2,reg_la_25_f_c2,reg_la_25_m_c2,reg_la_35_f_c2,reg_la_35_m_c2,reg_la_50_f_c2,reg_la_50_m_c2,reg_la_65_f_c2,reg_la_65_m_c2,reg_la_75_f_c2,reg_la_75_m_c2,reg_lo_18_f_c2,reg_lo_18_m_c2,reg_lo_25_f_c2,reg_lo_25_m_c2,reg_lo_35_f_c2,reg_lo_35_m_c2,reg_lo_50_f_c2,reg_lo_50_m_c2,reg_lo_65_f_c2,reg_lo_65_m_c2,reg_lo_75_f_c2,reg_lo_75_m_c2,reg_no_18_f_c2,reg_no_18_m_c2,reg_no_25_f_c2,reg_no_25_m_c2,reg_no_35_f_c2,reg_no_35_m_c2,reg_no_50_f_c2,reg_no_50_m_c2,reg_no_65_f_c2,reg_no_65_m_c2,reg_no_75_f_c2,reg_no_75_m_c2,l12_18_f_c2_not_reg,l12_18_m_c2_not_reg,l12_25_f_c2_not_reg,l12_25_m_c2_not_reg,l12_35_f_c2_not_reg,l12_35_m_c2_not_reg,l12_50_f_c2_not_reg,l12_50_m_c2_not_reg,l12_65_f_c2_not_reg,l12_65_m_c2_not_reg,l12_75_f_c2_not_reg,l12_75_m_c2_not_reg,l3_18_f_c2_not_reg,l3_18_m_c2_not_reg,l3_25_f_c2_not_reg,l3_25_m_c2_not_reg,l3_35_f_c2_not_reg,l3_35_m_c2_not_reg,l3_50_f_c2_not_reg,l3_50_m_c2_not_reg,l3_65_f_c2_not_reg,l3_65_m_c2_not_reg,l3_75_f_c2_not_reg,l3_75_m_c2_not_reg,l4_18_f_c2_not_reg,l4_18_m_c2_not_reg,l4_25_f_c2_not_reg,l4_25_m_c2_not_reg,l4_35_f_c2_not_reg,l4_35_m_c2_not_reg,l4_50_f_c2_not_reg,l4_50_m_c2_not_reg,l4_65_f_c2_not_reg,l4_65_m_c2_not_reg,l4_75_f_c2_not_reg,l4_75_m_c2_not_reg,la_18_f_c2_not_reg,la_18_m_c2_not_reg,la_25_f_c2_not_reg,la_25_m_c2_not_reg,la_35_f_c2_not_reg,la_35_m_c2_not_reg,la_50_f_c2_not_reg,la_50_m_c2_not_reg,la_65_f_c2_not_reg,la_65_m_c2_not_reg,la_75_f_c2_not_reg,la_75_m_c2_not_reg,lo_18_f_c2_not_reg,lo_18_m_c2_not_reg,lo_25_f_c2_not_reg,lo_25_m_c2_not_reg,lo_35_f_c2_not_reg,lo_35_m_c2_not_reg,lo_50_f_c2_not_reg,lo_50_m_c2_not_reg,lo_65_f_c2_not_reg,lo_65_m_c2_not_reg,lo_75_f_c2_not_reg,lo_75_m_c2_not_reg,no_18_f_c2_not_reg,no_18_m_c2_not_reg,no_25_f_c2_not_reg,no_25_m_c2_not_reg,no_35_f_c2_not_reg,no_35_m_c2_not_reg,no_50_f_c2_not_reg,no_50_m_c2_not_reg,no_65_f_c2_not_reg,no_65_m_c2_not_reg,no_75_f_c2_not_reg,no_75_m_c2_not_reg,turn_l12_18_f_c2,turn_l12_18_m_c2,turn_l12_25_f_c2,turn_l12_25_m_c2,turn_l12_35_f_c2,turn_l12_35_m_c2,turn_l12_50_f_c2,turn_l12_50_m_c2,turn_l12_65_f_c2,turn_l12_65_m_c2,turn_l12_75_f_c2,turn_l12_75_m_c2,turn_l3_18_f_c2,turn_l3_18_m_c2,turn_l3_25_f_c2,turn_l3_25_m_c2,turn_l3_35_f_c2,turn_l3_35_m_c2,turn_l3_50_f_c2,turn_l3_50_m_c2,turn_l3_65_f_c2,turn_l3_65_m_c2,turn_l3_75_f_c2,turn_l3_75_m_c2,turn_l4_18_f_c2,turn_l4_18_m_c2,turn_l4_25_f_c2,turn_l4_25_m_c2,turn_l4_35_f_c2,turn_l4_35_m_c2,turn_l4_50_f_c2,turn_l4_50_m_c2,turn_l4_65_f_c2,turn_l4_65_m_c2,turn_l4_75_f_c2,turn_l4_75_m_c2,turn_la_18_f_c2,turn_la_18_m_c2,turn_la_25_f_c2,turn_la_25_m_c2,turn_la_35_f_c2,turn_la_35_m_c2,turn_la_50_f_c2,turn_la_50_m_c2,turn_la_65_f_c2,turn_la_65_m_c2,turn_la_75_f_c2,turn_la_75_m_c2,turn_lo_18_f_c2,turn_lo_18_m_c2,turn_lo_25_f_c2,turn_lo_25_m_c2,turn_lo_35_f_c2,turn_lo_35_m_c2,turn_lo_50_f_c2,turn_lo_50_m_c2,turn_lo_65_f_c2,turn_lo_65_m_c2,turn_lo_75_f_c2,turn_lo_75_m_c2,turn_no_18_f_c2,turn_no_18_m_c2,turn_no_25_f_c2,turn_no_25_m_c2,turn_no_35_f_c2,turn_no_35_m_c2,turn_no_50_f_c2,turn_no_50_m_c2,turn_no_65_f_c2,turn_no_65_m_c2,turn_no_75_f_c2,turn_no_75_m_c2,l12_18_f_c2_not_turn,l12_18_m_c2_not_turn,l12_25_f_c2_not_turn,l12_25_m_c2_not_turn,l12_35_f_c2_not_turn,l12_35_m_c2_not_turn,l12_50_f_c2_not_turn,l12_50_m_c2_not_turn,l12_65_f_c2_not_turn,l12_65_m_c2_not_turn,l12_75_f_c2_not_turn,l12_75_m_c2_not_turn,l3_18_f_c2_not_turn,l3_18_m_c2_not_turn,l3_25_f_c2_not_turn,l3_25_m_c2_not_turn,l3_35_f_c2_not_turn,l3_35_m_c2_not_turn,l3_50_f_c2_not_turn,l3_50_m_c2_not_turn,l3_65_f_c2_not_turn,l3_65_m_c2_not_turn,l3_75_f_c2_not_turn,l3_75_m_c2_not_turn,l4_18_f_c2_not_turn,l4_18_m_c2_not_turn,l4_25_f_c2_not_turn,l4_25_m_c2_not_turn,l4_35_f_c2_not_turn,l4_35_m_c2_not_turn,l4_50_f_c2_not_turn,l4_50_m_c2_not_turn,l4_65_f_c2_not_turn,l4_65_m_c2_not_turn,l4_75_f_c2_not_turn,l4_75_m_c2_not_turn,la_18_f_c2_not_turn,la_18_m_c2_not_turn,la_25_f_c2_not_turn,la_25_m_c2_not_turn,la_35_f_c2_not_turn,la_35_m_c2_not_turn,la_50_f_c2_not_turn,la_50_m_c2_not_turn,la_65_f_c2_not_turn,la_65_m_c2_not_turn,la_75_f_c2_not_turn,la_75_m_c2_not_turn,lo_18_f_c2_not_turn,lo_18_m_c2_not_turn,lo_25_f_c2_not_turn,lo_25_m_c2_not_turn,lo_35_f_c2_not_turn,lo_35_m_c2_not_turn,lo_50_f_c2_not_turn,lo_50_m_c2_not_turn,lo_65_f_c2_not_turn,lo_65_m_c2_not_turn,lo_75_f_c2_not_turn,lo_75_m_c2_not_turn,no_18_f_c2_not_turn,no_18_m_c2_not_turn,no_25_f_c2_not_turn,no_25_m_c2_not_turn,no_35_f_c2_not_turn,no_35_m_c2_not_turn,no_50_f_c2_not_turn,no_50_m_c2_not_turn,no_65_f_c2_not_turn,no_65_m_c2_not_turn,no_75_f_c2_not_turn,no_75_m_c2_not_turn
W07000049,Aberavon,Wales,49821,3742,15416,1397,711,4971,3663,1137,486,31523,0.63272518,0.11870698,0.48903975,0.044316847,0.02255496,0.15769438,0.11620087,0.036068901,0.015417314,Labour,UKIP,10445,50838,30958,4411,16073,5034,,1276,489,2198,919,558,0.60895395,0.14248337,0.51918727,0.1626074,,0.041217133,0.015795594,0.070999421,0.02968538,0.01802442,0.60124487,66133,32251,48.799999,33882,51.200001,65662,99.300003,471,0.69999999,3.8,3645,5.5,2091,3.2,1323,2,3803,5.8000002,818,1.2,1775,2.7,1502,2.3,3975,6,4325,6.5,12653,19.1,13815,20.9,4295,6.5,6306,9.5,4147,6.3000002,1107,1.7,553,0.80000001,41,41,17938,8154,8594,2765,5798,9048,2156,2279,5195,5026,7793,64237,97.099998,244,0.40000001,536,0.80000001,1116,1.7,64537,97.599998,485,0.69999999,827,1.3,196,0.30000001,88,0.1,38489,58.200001,37579,56.799999,150,0.2,84,0.1,19,0,376,0.60000002,54,0.1,227,0.30000001,22938,34.700001,4706,7.0999999,63216,294,269,,125,31,17732,32.599998,24890,45.700001,106,0.2,1229,2.3,5904,10.8,4592,8.3999996,30638,56.799999,23346,43.200001,29464,18702,10698,5489,1780,5650,1310,72.190002,660,5190,280,87.010002,447,269,720,78.980003,6860,0,3.2,25.6,5.5999999,1.3,2.2,9.6000004,4,4.8000002,0.80000001,0.40000001,1.9,4,4.8000002,8,8,14.4,3.2,31285,6818,24467,24000,20001,-2.0999999,23108,-1.5,649.82159,3.9053876,31620.41,18354.533,49974.941,4311.3164,54286.258,13865.781,68152.039,1711.6997,1638.423,1582.3792,1816.5928,2861.0742,2258.3643,2205.8201,1232.1277,532.02374,316.84369,269.06421,164.39075,391.94531,347.8067,810.39679,868.32251,906.66815,738.68634,434.78091,648.21765,64.450279,165.86705,32.911266,63.689835,366.67831,308.93549,1311.5139,1051.4229,1386.9518,1351.6552,992.88922,992.61987,367.46365,337.87369,300.11356,248.11774,60.904732,226.90402,31.363813,205.92709,52.010307,480.88861,81.362381,981.44189,24.283312,364.22467,16.963551,252.30042,23.45656,21.244404,108.34099,156.42184,199.71869,325.86102,301.98917,410.13477,185.89056,190.11911,171.20219,119.14017,464.08704,616.91052,674.21051,737.08154,1482.6548,1516.942,2788.6018,2200.9509,2014.0046,1548.9819,2739.616,1431.3427,1284.7482,1234.1888,1333.7694,1534.663,2633.2688,2080.9377,2096.9456,1172.1469,525.11719,312.78915,262.57449,160.48152,323.11328,287.45416,723.90161,776.84045,859.03021,700.40527,420.77646,627.62988,63.911438,164.50018,32.397976,62.710613,308.17227,260.24161,1185.2988,951.55865,1321.6346,1288.8759,964.28735,964.42657,364.72324,335.39005,295.93509,244.71236,51.398693,191.92079,28.41608,186.82626,49.621269,459.10364,79.077431,954.26587,24.106861,361.61588,16.733381,248.9258,14.237182,12.968001,79.475067,115.1881,170.90829,279.43542,274.24362,372.94748,181.24553,185.43526,163.33586,113.74132,357.41296,476.68906,577.52972,632.69379,1375.7639,1409.0444,2664.3618,2104.2449,1990.4924,1531.156,2680.1238,1400.6989,426.95151,404.2341,248.60976,281.92975,227.80536,177.42645,108.87461,59.980789,6.9065375,4.0545387,6.489727,3.9092195,68.832031,60.352531,86.495193,91.482056,47.637936,38.281063,14.00445,20.587795,0.53884256,1.3668649,0.51329178,0.97922194,58.506054,48.693886,126.21505,99.864174,65.317093,62.779346,28.601843,28.193312,2.7404101,2.4836438,4.1784525,3.4053779,9.5060387,34.983227,2.9477332,19.100826,2.3890381,21.784971,2.2849531,27.176031,0.17645048,2.6087809,0.23016891,3.3746109,9.2193785,8.2764015,28.865925,41.233734,28.810389,46.42561,27.745546,37.187286,4.6450357,4.683847,7.8663301,5.3988461,106.67408,140.22148,96.680794,104.38774,106.89086,107.89761,124.23995,96.706009,23.512241,17.825932,59.492283,30.643744,809.17719,880.78918,776.82971,1024.8567,1520.2343,1366.881,1246.5593,781.64655,323.38141,212.3717,168.21284,111.85533,203.57736,202.61169,429.73129,521.51166,510.0592,466.89838,257.25891,425.20187,40.46368,113.58818,21.226292,44.27483,195.19339,183.58484,710.3595,641.82721,793.38568,864.65808,595.69025,657.39667,233.12466,232.94504,195.43472,173.58328,31.012205,131.14236,16.168566,121.78411,28.377157,298.43347,46.784634,632.72046,14.853866,245.43727,10.703755,173.10542,8.2252703,8.9920702,40.369949,71.288857,84.469078,166.70461,140.56088,226.62642,97.206886,115.26297,93.065895,73.759232,218.30022,332.27478,327.06137,413.92618,775.66699,910.40588,1551.9106,1384.0249,1205.8658,1028.6709,1691.843,967.02026,475.57098,353.39966,556.9397,509.80627,1113.0345,714.05676,850.38623,390.50031,201.73578,100.41745,94.361649,48.62619,119.53592,84.842468,294.17032,255.3288,348.97101,233.5069,163.51755,202.42801,23.447758,50.912003,11.171684,18.435783,112.97888,76.656769,474.93933,309.73145,528.24896,424.21777,368.59711,307.02991,131.59857,102.44501,100.50037,71.129074,20.386488,60.778427,12.247515,65.042152,21.244112,160.67017,32.292797,321.54541,9.2529955,116.1786,6.0296259,75.820374,6.0119114,3.9759312,39.105118,43.899239,86.439217,112.73082,133.68274,146.32106,84.038643,70.172287,70.269966,39.982086,139.11275,144.41428,250.46835,218.76761,600.09692,498.63855,1112.4512,720.21997,784.62659,502.48511,988.28076,433.67859
W07000058,Aberconwy,Wales,45525,12513,8514,1391,727,3467,3536,,0,30148,0.66222954,0.41505241,0.28240681,0.046139047,0.024114368,0.11499934,0.11728805,,0,Conservative,Labour,3999,44593,29966,10734,7336,5786,,,632,5341,,137,0.6719889,0.35820597,0.24481079,0.19308549,,,0.021090569,0.17823534,,0.0045718481,0.52197117,56415,27268,48.299999,29147,51.700001,55058,97.599998,1357,2.4000001,0.89999998,2796,5,1558,2.8,1003,1.8,3089,5.5,634,1.1,1383,2.5,1212,2.0999999,2899,5.0999999,2668,4.6999998,9516,16.9,11557,20.5,4435,7.9000001,6773,12,4900,8.6999998,1319,2.3,673,1.2,44.599998,46,11215,6213,7748,1865,5272,12843,2179,3157,4783,3921,4469,53839,95.400002,418,0.69999999,969,1.7,1189,2.0999999,55195,97.800003,474,0.80000001,496,0.89999998,97,0.2,153,0.30000001,37123,65.800003,36363,64.5,192,0.30000001,72,0.1,35,0.1,230,0.40000001,2,0,229,0.40000001,14883,26.4,4409,7.8000002,53709,414,415,,160,31,14002,29.6,22564,47.700001,105,0.2,1044,2.2,5110,10.8,4510,9.5,26925,58.400002,19160,41.599998,26285,18403,8346,2640,741,2040,520,73.139999,400,2280,120,87.629997,276,164,439,81.160004,3730,0.2,1.9,2.0999999,4.1999998,2.9000001,1.7,14.5,2.9000001,18.700001,1,1.2,1.2,5.1999998,3.7,5.1999998,10.4,12.5,8.3000002,24071,6167,17904,,,,24366,6.5,1151.0194,6.5293803,29456.65,15024.388,44481.023,2873.8906,47354.914,10782.436,58137.352,1018.7709,1230.0559,838.92426,1013.981,2163.9529,1826.4044,1976.0598,1349.1644,789.01776,510.1304,548.88995,291.54239,327.14871,300.43353,521.77838,580.41827,822.99042,719.354,567.38916,591.85486,126.30878,225.88342,90.234825,132.89709,414.8215,332.62494,1117.5175,824.43347,2020.6755,1668.7996,1850.0081,1756.2495,840.0199,870.3161,737.04498,667.53107,49.005142,92.602608,5.1018457,86.668312,47.134491,247.98698,83.499001,562.26593,69.185081,347.11923,30.450413,249.66663,46.238125,41.832439,121.00247,163.39194,157.77473,290.24911,323.56342,374.25198,189.99849,192.4122,230.71272,173.59222,236.72745,282.32959,215.51166,297.97369,640.92786,714.81879,1492.2457,1297.2057,1499.0206,1094.9629,2521.7468,1222.1222,786.20325,952.39117,719.5401,871.47388,2009.2308,1697.5676,1888.7684,1290.3881,779.88733,504.31146,537.07422,285.35507,275.00214,253.12717,471.61841,525.34943,784.27661,685.98059,551.06354,575.0639,125.36793,224.22499,88.979965,131.07523,354.85461,285.13495,1020.7648,753.99689,1935.5287,1599.4521,1802.4202,1711.7085,834.43896,864.61682,727.89667,659.36346,42.077969,79.67511,4.6705766,79.438919,45.197514,237.93706,81.405212,548.36517,68.737228,344.90442,30.082092,246.68976,29.33128,26.677204,91.439796,123.90952,137.18932,252.85512,296.83209,343.74255,185.7608,188.18121,221.22882,166.55511,187.03725,223.74463,187.56268,259.81647,599.46906,669.20465,1432.7755,1246.2247,1483.4232,1083.7322,2472.8857,1198.7775,232.56763,277.66467,119.38417,142.5071,154.72195,128.83681,87.291367,58.776382,9.130415,5.8189363,11.815752,6.1873174,52.146584,47.30637,50.159946,55.068867,38.713829,33.373413,16.325649,16.790968,0.94085073,1.6584374,1.2548611,1.8218625,59.9669,47.489979,96.752678,70.436607,85.146797,69.347366,47.587929,44.541054,5.5809293,5.6992583,9.1483374,8.167594,6.927175,12.927495,0.43126893,7.2293935,1.9369755,10.049922,2.0937879,13.900771,0.44785324,2.2148151,0.36832079,2.9768715,16.906845,15.155234,29.562674,39.482414,20.585423,37.393997,26.731329,30.509426,4.2376828,4.2309856,9.4839087,7.0371089,49.690197,58.584965,27.948971,38.157211,41.458813,45.614109,59.470169,50.980927,15.597463,11.230659,48.861027,23.344738,514.84296,706.6756,435.72696,605.08844,1206.0338,1159.3459,1167.3977,894.67035,499.34995,356.00671,357.72995,206.791,180.14619,185.50218,291.08682,366.68637,484.1676,475.44373,350.29584,405.06244,82.525375,160.97748,60.612587,96.216782,233.68796,209.13409,636.04877,528.76959,1208.0555,1115.6267,1157.6692,1213.1163,554.54114,624.36902,499.79205,486.28543,26.396702,56.605412,2.7630715,53.839428,26.873854,160.81006,50.07457,378.0304,44.035732,243.39188,20.006674,178.3636,17.618605,19.232744,48.292187,79.732071,70.496773,156.83833,158.18056,217.17532,103.5853,121.61529,131.05847,112.29758,118.77534,162.15456,110.43726,176.73001,351.40869,449.55582,867.69281,852.23285,934.36786,756.99548,1623.019,860.48584,271.36029,245.71558,283.81314,266.38544,803.19702,538.22168,721.37073,395.71771,280.53738,148.30475,179.34427,78.564072,94.855942,67.624985,180.53159,158.66306,300.10901,210.53687,200.7677,170.00146,42.842552,63.247513,28.367378,34.858444,121.16666,76.000854,384.71606,225.22729,727.47314,483.82544,644.75098,498.59216,279.89783,240.2478,228.10461,173.07803,15.681267,23.069698,1.907505,25.599491,18.32366,77.126999,31.330643,170.33478,24.701496,101.51254,10.075418,68.326157,11.712675,7.4444599,43.14761,44.177444,66.692543,96.016785,138.65154,126.56723,82.175507,66.565926,90.170349,54.25753,68.261902,61.590073,77.12542,83.086456,248.06036,219.64883,565.0827,393.99188,549.05536,326.73669,849.8667,338.29163
